guionistas,titulo,pais,votos,votacion,nota
Joseph Viciana,TPH Club (Serie de TV),España,83.0,4.3,4
Ramón Herrero,TPH Club (Serie de TV),España,83.0,4.3,4
Daniel Myrick,El proyecto de la bruja de Blair ,Estados Unidos,97610.0,5.1,4
Eduardo Sánchez,El proyecto de la bruja de Blair ,Estados Unidos,97610.0,5.1,4
Jenny Arata,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Robert L. Baird,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Kelly Senecal,Tritón por accidente (Cumpleaños mutante) (TV),Estados Unidos,120.0,3.9,4
Gavin Scott,Pequeños guerreros ,Estados Unidos,19279.0,5.6,4
Adam Rifkin,Pequeños guerreros ,Estados Unidos,19279.0,5.6,4
Hideki Sonoda,Pokémon: La película ,Japón,8901.0,4.9,4
Takeshi Shudo,Pokémon: La película ,Japón,8901.0,4.9,4
Satoshi Tajiri,Pokémon: La película ,Japón,8901.0,4.9,4
Ken Sugimori,Pokémon: La película ,Japón,8901.0,4.9,4
Cindy Marcus,El rey león 2: El tesoro de Simba ,Estados Unidos,12891.0,5.7,4
Flip Kobler,El rey león 2: El tesoro de Simba ,Estados Unidos,12891.0,5.7,4
Constance M. Burge,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Brad Kern,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Daniel Cerone,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Curtis Kheel,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Zack Estrin,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Chris Levinson,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Krista Vernoff,Embrujadas (Serie de TV),Estados Unidos,21626.0,5.0,4
Candace Bushnell,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Darren Star,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Michael Patrick King,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Jenny Bicks,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Cindy Chupack,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Julie Rottenberg,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Elisa Zuritsky,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Allan Heinberg,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Nicole Avril,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Terri Minsky,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Amy Harris,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
Candace Bushnell,Sexo en Nueva York (Serie de TV),Estados Unidos,54705.0,6.3,4
John Loy,En Busca del Valle Encantado VI: El Secreto de la Roca del Saurio ,Estados Unidos,1020.0,4.7,4
Libby Hinson,En Busca del Valle Encantado VI: El Secreto de la Roca del Saurio ,Estados Unidos,1020.0,4.7,4
Susan Gauthier,Anastasia ,Estados Unidos,20665.0,6.4,4
Bruce Graham,Anastasia ,Estados Unidos,20665.0,6.4,4
Bob Tzudiker,Anastasia ,Estados Unidos,20665.0,6.4,4
Noni White,Anastasia ,Estados Unidos,20665.0,6.4,4
David Lynch,Carretera perdida ,Estados Unidos,31806.0,7.4,4
Barry Gifford,Carretera perdida ,Estados Unidos,31806.0,7.4,4
John Mattson,Liberad a Willy 3. El rescate ,Estados Unidos,3155.0,3.4,4
Keith Walker,Liberad a Willy 3. El rescate ,Estados Unidos,3155.0,3.4,4
Ed Solomon,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Lowell Cunningham,Men in Black (Hombres de negro) ,Estados Unidos,139755.0,6.2,4
Leslie Bohem,Daylight (Pánico en el túnel) ,Estados Unidos,21038.0,4.8,4
Jonathan Gems,Mars Attacks! ,Estados Unidos,97602.0,5.7,4
John Hughes,101 dálmatas. ¡Más vivos que nunca! ,Estados Unidos,16564.0,4.6,4
Dodie Smith,101 dálmatas. ¡Más vivos que nunca! ,Estados Unidos,16564.0,4.6,4
Dev Ross,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,Estados Unidos,1481.0,4.6,4
Judy Freudberg,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,Estados Unidos,1481.0,4.6,4
Tony Geiss,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,Estados Unidos,1481.0,4.6,4
Kazunori Itô,Ghost in the Shell ,Japón,36218.0,7.5,4
Masamune Shirow,Ghost in the Shell ,Japón,36218.0,7.5,4
Robert Bielak,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
John Schulian,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Alex Kurtzman,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Roberto Orci,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Paul Robert Coyle,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Christian Williams,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
"""Gene O'Neill""",Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Noreen Tobin,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Adam Armus,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Nora Kay Foster,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Brian Herskowitz,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Jerry Patrick Brown,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Gerry Conway,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Lisa Klink,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Andrew Dettmann,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Daniel Truly,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Steven Baum,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Liz Friedman,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Michael Marks,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Steve Roberts,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Patricia Manney,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Melissa Rosenberg,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Nelson Costello,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
"""Tom O'Neill""",Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Vanessa Place,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
George Strayton,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Fetty Darrell,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Doug Lefler,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Craig Volk,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Rob Tapert,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Michael Berlin,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Eric Estrin,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Sonny Gordon,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
John Hudock,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
John Kirk,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Kevin Maynard,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Phyllis Strong,Hércules: Sus viajes legendarios (Serie de TV),Estados Unidos,10962.0,4.2,4
Dev Ross,En busca del valle encantado II: Aventuras en el Gran Valle ,Estados Unidos,3689.0,4.8,4
John Loy,En busca del valle encantado II: Aventuras en el Gran Valle ,Estados Unidos,3689.0,4.8,4
John Ludin,En busca del valle encantado II: Aventuras en el Gran Valle ,Estados Unidos,3689.0,4.8,4
Tom Spezialy,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Alan Cross,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Kari Lizer,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Ed Ferrara,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Kevin Murphy,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Jeff Vlaming,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Adam Barr,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Jimmy Aleck,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Peter Ocko,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Jim Keily,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Dan Studney,Una chica explosiva (Serie de TV),Estados Unidos,3694.0,4.8,4
Kevin Smith,Clerks ,Estados Unidos,55601.0,7.4,4
John Hughes,Solo en casa 2: Perdido en Nueva York ,Estados Unidos,32871.0,5.2,4
Bo Goldman,Esencia de mujer ,Estados Unidos,28798.0,7.4,4
Ruggero Maccari,Esencia de mujer ,Estados Unidos,28798.0,7.4,4
Joan Potau,El rey pasmado ,España,5125.0,5.7,4
Gonzalo Torrente Malvido,El rey pasmado ,España,5125.0,5.7,4
Gonzalo Torrente Ballester,El rey pasmado ,España,5125.0,5.7,4
Jean-Pierre Jeunet,Delicatessen ,Francia,44225.0,7.2,4
Marc Caro,Delicatessen ,Francia,44225.0,7.2,4
Gilles Adrien,Delicatessen ,Francia,44225.0,7.2,4
Scott Alexander,Este chico es un demonio ,Estados Unidos,15682.0,4.0,4
Larry Karaszewski,Este chico es un demonio ,Estados Unidos,15682.0,4.0,4
Lawrence D. Cohen,It - Eso (TV),Estados Unidos,18378.0,5.8,4
Tommy Lee Wallace,It - Eso (TV),Estados Unidos,18378.0,5.8,4
Stephen King,It - Eso (TV),Estados Unidos,18378.0,5.8,4
John Musker,La sirenita ,Estados Unidos,95704.0,6.7,4
Ron Clements,La sirenita ,Estados Unidos,95704.0,6.7,4
Hans Christian Andersen,La sirenita ,Estados Unidos,95704.0,6.7,4
Jeffrey Boam,Indiana Jones y la última cruzada ,Estados Unidos,119560.0,7.8,4
George Lucas,Indiana Jones y la última cruzada ,Estados Unidos,119560.0,7.8,4
Menno Meyjes,Indiana Jones y la última cruzada ,Estados Unidos,119560.0,7.8,4
Ken Annakin,Las nuevas aventuras de Pippi Calzaslargas ,Estados Unidos,365.0,4.4,4
Astrid Lindgren,Las nuevas aventuras de Pippi Calzaslargas ,Estados Unidos,365.0,4.4,4
,Tin Toy (C),Estados Unidos,4438.0,6.2,4
Wallace C. Bennett,El experimento Filadelfia ,Estados Unidos,4289.0,5.9,4
William Gray,El experimento Filadelfia ,Estados Unidos,4289.0,5.9,4
John Beaird,San Valentín sangriento ,Canadá,1235.0,4.7,4
Stephen Miller,San Valentín sangriento ,Canadá,1235.0,4.7,4
Lawrence Kasdan,En busca del arca perdida ,Estados Unidos,133830.0,7.8,4
George Lucas,En busca del arca perdida ,Estados Unidos,133830.0,7.8,4
Philip Kaufman,En busca del arca perdida ,Estados Unidos,133830.0,7.8,4
Victor Miller,Viernes 13 ,Estados Unidos,35749.0,5.8,4
Sean S. Cunningham,Viernes 13 ,Estados Unidos,35749.0,5.8,4
Ron Kurz,Viernes 13 ,Estados Unidos,35749.0,5.8,4
Victor Miller,Viernes 13 ,Estados Unidos,35749.0,5.8,4
Nisan Takahashi,Las aventuras de la abeja Maya (Serie de TV),Japón,8691.0,5.4,4
Waldemar Bonsels,Las aventuras de la abeja Maya (Serie de TV),Japón,8691.0,5.4,4
Sergei Kozlov,Erizo en la niebla (C),Unión Soviética (URSS),2209.0,7.1,4
Stirling Silliphant,La aventura del Poseidón ,Estados Unidos,6470.0,6.6,4
Wendell Mayes,La aventura del Poseidón ,Estados Unidos,6470.0,6.6,4
Paul Gallico,La aventura del Poseidón ,Estados Unidos,6470.0,6.6,4
David Zelag Goodman,Perros de paja ,Reino Unido,22148.0,7.5,4
Sam Peckinpah,Perros de paja ,Reino Unido,22148.0,7.5,4
Gordon M. Williams,Perros de paja ,Reino Unido,22148.0,7.5,4
David Duncan,El tiempo en sus manos ,Estados Unidos,9344.0,7.2,4
H.G. Wells,El tiempo en sus manos ,Estados Unidos,9344.0,7.2,4
Joseph Barbera,Los Picapiedra (Serie de TV),Estados Unidos,34135.0,6.3,4
Herbert Finn,Los Picapiedra (Serie de TV),Estados Unidos,34135.0,6.3,4
Akira Kurosawa,Rashomon ,Japón,21299.0,8.1,4
Shinobu Hashimoto,Rashomon ,Japón,21299.0,8.1,4
Ryunosuke Akutagawa,Rashomon ,Japón,21299.0,8.1,4
Bill Peet,La cenicienta ,Estados Unidos,30318.0,6.6,4
Ted Sears,La cenicienta ,Estados Unidos,30318.0,6.6,4
Homer Brightman,La cenicienta ,Estados Unidos,30318.0,6.6,4
Ken Anderson,La cenicienta ,Estados Unidos,30318.0,6.6,4
Erdman Penner,La cenicienta ,Estados Unidos,30318.0,6.6,4
Winston Hibler,La cenicienta ,Estados Unidos,30318.0,6.6,4
Harry Reeves,La cenicienta ,Estados Unidos,30318.0,6.6,4
Joe Rinaldi,La cenicienta ,Estados Unidos,30318.0,6.6,4
Charles Perrault,La cenicienta ,Estados Unidos,30318.0,6.6,4
Lawrence Edward Watkin,La isla del tesoro ,Reino Unido,1178.0,6.2,4
Robert Louis Stevenson,La isla del tesoro ,Reino Unido,1178.0,6.2,4
Joe Grant,Dumbo ,Estados Unidos,81344.0,6.8,4
Dick Huemer,Dumbo ,Estados Unidos,81344.0,6.8,4
Noël Langley,El mago de Oz ,Estados Unidos,55382.0,7.4,4
Florence Ryerson,El mago de Oz ,Estados Unidos,55382.0,7.4,4
Edgar Alan Wolfe,El mago de Oz ,Estados Unidos,55382.0,7.4,4
L. Frank Baum,El mago de Oz ,Estados Unidos,55382.0,7.4,4
Carl Theodor Dreyer,"Vampyr, la bruja vampiro ",Alemania,4969.0,7.4,4
Christen Jul,"Vampyr, la bruja vampiro ",Alemania,4969.0,7.4,4
Joseph Sheridan Le Fanu,"Vampyr, la bruja vampiro ",Alemania,4969.0,7.4,4
Luis Buñuel,Un perro andaluz (C),Francia,28057.0,7.4,4
Salvador Dalí,Un perro andaluz (C),Francia,28057.0,7.4,4
,The Insects' Christmas (C),Rusia,335.0,5.9,4
Chris Thomas Devlin,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Fede Álvarez,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Rodo Sayagues,La matanza de Texas ,Estados Unidos,4952.0,4.4,3
Guillem Clua,Smiley (Miniserie de TV),España,2655.0,6.4,3
Guillem Clua,Smiley (Miniserie de TV),España,2655.0,6.4,3
Ferran Brooks,Zerø ,España,122.0,5.2,3
Sergio Casci,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
Severin Fiala,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
Veronika Franz,La cabaña siniestra ,Reino Unido,3232.0,5.9,3
,La importancia de llamarse Amancio (C),España,86.0,4.6,3
Gaspar Noé,Climax ,Francia,9527.0,6.6,3
Stephen Chbosky,La bella y la bestia ,Estados Unidos,25244.0,6.4,3
Evan Spiliotopoulos,La bella y la bestia ,Estados Unidos,25244.0,6.4,3
Jeanne-Marie Leprince de Beaumont,La bella y la bestia ,Estados Unidos,25244.0,6.4,3
Mike Flanagan,Somnia. Dentro de tus sueños ,Estados Unidos,3719.0,5.3,3
Jeff Howard,Somnia. Dentro de tus sueños ,Estados Unidos,3719.0,5.3,3
Na Hong-jin,El extraño ,Corea del Sur,9663.0,6.5,3
John Phillips,Dirty Grandpa ,Estados Unidos,2267.0,4.2,3
Ed Solomon,Ahora me ves 2 ,Estados Unidos,13918.0,5.1,3
Pete Chiarelli,Ahora me ves 2 ,Estados Unidos,13918.0,5.1,3
Aleksi Hyvärinen,Lake Bodom ,Finlandia,1537.0,4.2,3
Taneli Mustonen,Lake Bodom ,Finlandia,1537.0,4.2,3
Corin Hardy,The Hallow ,Irlanda,971.0,5.1,3
Felipe Marino,The Hallow ,Irlanda,971.0,5.1,3
Tom de Ville,The Hallow ,Irlanda,971.0,5.1,3
Max Borenstein,Godzilla ,Estados Unidos,22493.0,5.0,3
Dave Callaham,Godzilla ,Estados Unidos,22493.0,5.0,3
Nicolas Winding Refn,Solo Dios perdona ,Francia,14576.0,5.2,3
Alexandros Avranas,Miss Violence ,Grecia,1628.0,6.7,3
Kostas Peroulis,Miss Violence ,Grecia,1628.0,6.7,3
Pedro Solís García,Cuerdas (C),España,7880.0,7.0,3
Andy Muschietti,Mamá ,Canadá,30126.0,5.3,3
Neil Cross,Mamá ,Canadá,30126.0,5.3,3
Barbara Muschietti,Mamá ,Canadá,30126.0,5.3,3
Andy Muschietti,Mamá ,Canadá,30126.0,5.3,3
Barbara Muschietti,Mamá ,Canadá,30126.0,5.3,3
Steve Conrad,La vida secreta de Walter Mitty ,Estados Unidos,30132.0,6.2,3
James Thurber,La vida secreta de Walter Mitty ,Estados Unidos,30132.0,6.2,3
Pete Dexter,El chico del periódico ,Estados Unidos,4350.0,5.1,3
Lee Daniels,El chico del periódico ,Estados Unidos,4350.0,5.1,3
Pete Dexter,El chico del periódico ,Estados Unidos,4350.0,5.1,3
José Rivera,En la carretera ,Francia,4315.0,5.2,3
Jack Kerouac,En la carretera ,Francia,4315.0,5.2,3
Ramón Salazar,Tengo ganas de ti ,España,13226.0,4.8,3
Federico Moccia,Tengo ganas de ti ,España,13226.0,4.8,3
,Guilt (C),Noruega,28.0,4.1,3
Oren Peli,Atrapados en Chernóbil ,Estados Unidos,6133.0,4.2,3
Carey Van Dyke,Atrapados en Chernóbil ,Estados Unidos,6133.0,4.2,3
Shane Van Dyke,Atrapados en Chernóbil ,Estados Unidos,6133.0,4.2,3
Christopher Bertolini,Invasión a la Tierra ,Estados Unidos,15816.0,5.0,3
Kurt Kuenne,Shuffle ,Estados Unidos,244.0,6.2,3
Vicente Villanueva,Lo contrario al amor ,España,5347.0,4.8,3
Christopher Markus,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Stephen McFeely,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Joe Simon,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Jack Kirby,Capitán América: El primer vengador ,Estados Unidos,57241.0,5.8,3
Bob DeRosa,Killers ,Estados Unidos,8988.0,4.2,3
Ted Griffin,Killers ,Estados Unidos,8988.0,4.2,3
André Øvredal,Troll Hunter ,Noruega,7077.0,5.7,3
Mark Bomback,Imparable ,Estados Unidos,17099.0,5.7,3
Kate Angelo,El plan B ,Estados Unidos,5783.0,4.5,3
Deborah Kaplan,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Harry Elfont,Tenías que ser tú ,Estados Unidos,8314.0,5.3,3
Tom Six,The Human Centipede (First Sequence) ,Países Bajos (Holanda),15205.0,5.1,3
Paco Cabezas,Spanish Movie ,España,22168.0,3.7,3
Richard Kelly,The Box ,Estados Unidos,15656.0,4.8,3
Richard Matheson,The Box ,Estados Unidos,15656.0,4.8,3
Borja Cobeaga,Pagafantas ,España,42541.0,5.5,3
Diego San José,Pagafantas ,España,42541.0,5.5,3
Josh Stolberg,Hermandad de sangre (Sorority Row) ,Estados Unidos,3489.0,4.0,3
Pete Goldfinger,Hermandad de sangre (Sorority Row) ,Estados Unidos,3489.0,4.0,3
Mark Rosman,Hermandad de sangre (Sorority Row) ,Estados Unidos,3489.0,4.0,3
Mark Rosman,Hermandad de sangre (Sorority Row) ,Estados Unidos,3489.0,4.0,3
Melissa Rosenberg,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Stephenie Meyer,La saga Crepúsculo: Luna nueva ,Estados Unidos,38096.0,4.6,3
Karin Gist,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Regina Y. Hicks,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Julie Brown,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Paul Brown,Camp Rock (TV),Estados Unidos,4565.0,3.9,3
Toni Ann Johnson,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Karen Barna,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Duane Adler,Street Dance (Step Up 2 the Streets) ,Estados Unidos,6459.0,5.6,3
Brad Anderson,Transsiberian ,Reino Unido,12420.0,5.8,3
Will Conroy,Transsiberian ,Reino Unido,12420.0,5.8,3
John Pielmeier,El guardián de la memoria (TV),Estados Unidos,735.0,5.4,3
Kim Edwards,El guardián de la memoria (TV),Estados Unidos,735.0,5.4,3
Cuca Canals,Diario de una ninfómana ,España,10022.0,5.0,3
Valérie Tasso,Diario de una ninfómana ,España,10022.0,5.0,3
Matt Greenberg,1408 ,Estados Unidos,27404.0,5.8,3
Scott Alexander,1408 ,Estados Unidos,27404.0,5.8,3
Larry Karaszewski,1408 ,Estados Unidos,27404.0,5.8,3
Stephen King,1408 ,Estados Unidos,27404.0,5.8,3
Steve Oedekerk,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Steve Koren,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
"""Mark O'Keefe""",Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Joel Cohen,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Alec Sokolow,Sigo como Dios ,Estados Unidos,16744.0,4.2,3
Marcus Dunstan,Saw IV ,Estados Unidos,22485.0,5.5,3
Patrick Melton,Saw IV ,Estados Unidos,22485.0,5.5,3
Fernley Phillips,El número 23 ,Estados Unidos,29746.0,5.7,3
Michael Dougherty,Truco o trato: Terror en Halloween ,Estados Unidos,5837.0,5.5,3
Erik Lindsay,American Pie 5: Una fiesta de pelotas ,Estados Unidos,9149.0,4.2,3
Brad Silberling,Dame 10 razones ,Estados Unidos,4080.0,5.2,3
Peter Barsocchini,High School Musical (TV),Estados Unidos,12211.0,4.6,3
James Wong,Destino Final 3 ,Estados Unidos,15018.0,4.7,3
Glen Morgan,Destino Final 3 ,Estados Unidos,15018.0,4.7,3
Jeffrey Reddick,Destino Final 3 ,Estados Unidos,15018.0,4.7,3
Michael D. Weiss,El efecto mariposa 2 ,Estados Unidos,5845.0,3.6,3
John Frankenheimer,El efecto mariposa 2 ,Estados Unidos,5845.0,3.6,3
Dan Madigan,Los ojos del mal (See No Evil) ,Estados Unidos,3006.0,4.3,3
Marco Besas,La leyenda del espantapájaros (C),España,2092.0,6.5,3
Ehren Kruger,The Ring 2 (La señal 2) ,Estados Unidos,12588.0,5.0,3
Hiroshi Takahashi,The Ring 2 (La señal 2) ,Estados Unidos,12588.0,5.0,3
Greg McLean,Wolf Creek ,Australia,6918.0,5.5,3
Don Rhymer,Superagente Cody Banks 2: Destino Londres ,Estados Unidos,2002.0,3.4,3
Jeffrey Jurgensen,Superagente Cody Banks 2: Destino Londres ,Estados Unidos,2002.0,3.4,3
Shonda Rhimes,Princesa por sorpresa 2 ,Estados Unidos,9085.0,4.0,3
Gina Wendkos,Princesa por sorpresa 2 ,Estados Unidos,9085.0,4.0,3
Shonda Rhimes,Princesa por sorpresa 2 ,Estados Unidos,9085.0,4.0,3
George Wing,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Lowell Ganz,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Babaloo Mandel,50 primeras citas ,Estados Unidos,35070.0,6.0,3
Teresa Ciabatti,Tres metros sobre el cielo ,Italia,2479.0,5.8,3
Federico Moccia,Tres metros sobre el cielo ,Italia,2479.0,5.8,3
Federico Moccia,Tres metros sobre el cielo ,Italia,2479.0,5.8,3
Joel Cohen,Garfield: La película ,Estados Unidos,17975.0,3.9,3
Alec Sokolow,Garfield: La película ,Estados Unidos,17975.0,3.9,3
Jim Davis,Garfield: La película ,Estados Unidos,17975.0,3.9,3
Robert Zemeckis,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
William Broyles Jr.,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
Chris Van Allsburg,Polar Express (El Expreso Polar) ,Estados Unidos,17777.0,5.8,3
Rawson Marshall Thurber,Cuestión de pelotas ,Estados Unidos,15598.0,4.8,3
Dennis Rinsler,Mano a mano: La película (TV),Estados Unidos,32.0,3.9,3
Marc Warren,Mano a mano: La película (TV),Estados Unidos,32.0,3.9,3
John August,Los ángeles de Charlie: Al límite ,Estados Unidos,22637.0,3.5,3
Cormac Wibberley,Los ángeles de Charlie: Al límite ,Estados Unidos,22637.0,3.5,3
Marianne Wibberley,Los ángeles de Charlie: Al límite ,Estados Unidos,22637.0,3.5,3
John August,Los ángeles de Charlie: Al límite ,Estados Unidos,22637.0,3.5,3
