guionistas,titulo,pais,votos,votacion,nota
Paul Thomas Anderson,Mattress Man Commercial (C),Estados Unidos,851.0,4.5,6
Wolfgang Becker,"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
Bernd Lichtenberg,"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
Park Chan-wook,Oldboy ,Corea del Sur,70957.0,7.8,6
Hwang Jo-yoon,Oldboy ,Corea del Sur,70957.0,7.8,6
Nobuaki Minegishi,Oldboy ,Corea del Sur,70957.0,7.8,6
Ted Elliott,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Terry Rossio,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Ted Elliott,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Terry Rossio,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Stuart Beattie,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Jay Wolpert,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Leigh Whannell,Saw (C),Australia,4569.0,6.5,6
Charles Randolph,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Kim Ki-duk,"Primavera, verano, otoño, invierno... y primavera ",Corea del Sur,20475.0,7.6,6
Michael Cooney,Identidad ,Estados Unidos,30298.0,6.7,6
Michael Cooney,Identidad ,Estados Unidos,30298.0,6.7,6
Louis Sachar,La maldición de los hoyos (Holes) ,Estados Unidos,2969.0,5.6,6
Louis Sachar,La maldición de los hoyos (Holes) ,Estados Unidos,2969.0,5.6,6
Larry Cohen,Última llamada ,Estados Unidos,46754.0,6.5,6
Kurt Wimmer,Equilibrium ,Estados Unidos,23939.0,6.5,6
Patrick McGrath,Spider ,Canadá,7415.0,6.6,6
Patrick McGrath,Spider ,Canadá,7415.0,6.6,6
David Benioff,La última noche ,Estados Unidos,34986.0,7.5,6
David Benioff,La última noche ,Estados Unidos,34986.0,7.5,6
Martin Ritzenhoff,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
Sebastian Niemann,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
Andreas Eschbach,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
John A. Davis,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Andrew Nicholls,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Darrell Vickers,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Keith Alcorn,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Steve Oedekerk,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Jed Spingarn,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Gene Grillo,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Hillary Seitz,Insomnio ,Estados Unidos,34226.0,6.5,6
Erik Skjoldbjaerg,Insomnio ,Estados Unidos,34226.0,6.5,6
Nikolaj Frobenius,Insomnio ,Estados Unidos,34226.0,6.5,6
George Lucas,Star Wars. Episodio II: El ataque de los clones ,Estados Unidos,107000.0,6.3,6
Jonathan Hales,Star Wars. Episodio II: El ataque de los clones ,Estados Unidos,107000.0,6.3,6
Alex Garland,28 días después ,Reino Unido,75352.0,6.7,6
Lee Jeong-hyang,Sang Woo y su abuela ,Corea del Sur,2516.0,7.4,6
George LaVoo,Las mujeres de verdad tienen curvas ,Estados Unidos,4063.0,6.7,6
Josefina Lopez,Las mujeres de verdad tienen curvas ,Estados Unidos,4063.0,6.7,6
André Heller,La Secretaria de Hitler: El ángulo muerto ,Austria,256.0,6.6,6
Othmar Schmiderer,La Secretaria de Hitler: El ángulo muerto ,Austria,256.0,6.6,6
Ted Tally,El dragón rojo ,Estados Unidos,40471.0,6.5,6
Thomas Harris,El dragón rojo ,Estados Unidos,40471.0,6.5,6
David Serrano,El otro lado de la cama ,España,49755.0,6.4,6
Brian King,Cypher ,Canadá,9960.0,6.5,6
Nacho Vigalondo,Código 7 (C),España,1990.0,6.0,6
Steve Kloves,Harry Potter y la cámara secreta ,Reino Unido,74447.0,6.5,6
J.K. Rowling,Harry Potter y la cámara secreta ,Reino Unido,74447.0,6.5,6
Mario Giordano,El experimento ,Alemania,27787.0,7.2,6
Christoph Darnstädt,El experimento ,Alemania,27787.0,7.2,6
Don Bohlinger,El experimento ,Alemania,27787.0,7.2,6
Mario Giordano,El experimento ,Alemania,27787.0,7.2,6
David Mamet,Hannibal ,Estados Unidos,76027.0,6.4,6
Steven Zaillian,Hannibal ,Estados Unidos,76027.0,6.4,6
Thomas Harris,Hannibal ,Estados Unidos,76027.0,6.4,6
Steve Kloves,Harry Potter y la piedra filosofal ,Reino Unido,84548.0,6.8,6
J.K. Rowling,Harry Potter y la piedra filosofal ,Reino Unido,84548.0,6.8,6
Charles Leavitt,K-Pax. Un universo aparte ,Estados Unidos,36172.0,6.9,6
Gene Brewer,K-Pax. Un universo aparte ,Estados Unidos,36172.0,6.9,6
Vicente Aranda,Juana la Loca ,España,15725.0,6.1,6
Antonio Larreta,Juana la Loca ,España,15725.0,6.1,6
Randall Wallace,Pearl Harbor ,Estados Unidos,74480.0,6.1,6
Alain Godard,Enemigo a las puertas ,Reino Unido,82333.0,7.6,6
Jean-Jacques Annaud,Enemigo a las puertas ,Reino Unido,82333.0,7.6,6
Vasili Záitsev,Enemigo a las puertas ,Reino Unido,82333.0,7.6,6
M. Night Shyamalan,El protegido ,Estados Unidos,58490.0,6.7,6
Robert Nelson Jacobs,Chocolat ,Reino Unido,61880.0,6.7,6
JoAnne Harris,Chocolat ,Reino Unido,61880.0,6.7,6
Clark Gregg,Lo que la verdad esconde ,Estados Unidos,33346.0,6.0,6
Sarah Kernochan,Lo que la verdad esconde ,Estados Unidos,33346.0,6.0,6
Leslie Dixon,Cadena de favores ,Estados Unidos,38493.0,6.7,6
Catherine Ryan Hyde,Cadena de favores ,Estados Unidos,38493.0,6.7,6
Karey Kirkpatrick,Chicken Run: Evasión en la granja ,Reino Unido,33098.0,6.5,6
Peter Lord,Chicken Run: Evasión en la granja ,Reino Unido,33098.0,6.5,6
Nick Park,Chicken Run: Evasión en la granja ,Reino Unido,33098.0,6.5,6
Didier Decoin,Los miserables (Miniserie de TV),Francia,3849.0,6.9,6
Victor Hugo,Los miserables (Miniserie de TV),Francia,3849.0,6.9,6
Susannah Grant,Erin Brockovich ,Estados Unidos,70543.0,6.5,6
Guillermo Arriaga,Amores perros ,México,76221.0,7.7,6
Michael Dudok de Wit,Padre e hija (C),Países Bajos (Holanda),3715.0,7.0,6
James Mangold,Inocencia interrumpida ,Estados Unidos,21127.0,6.6,6
Lisa Loomer,Inocencia interrumpida ,Estados Unidos,21127.0,6.6,6
Anna Hamilton Phelan,Inocencia interrumpida ,Estados Unidos,21127.0,6.6,6
Susanna Kaysen,Inocencia interrumpida ,Estados Unidos,21127.0,6.6,6
Kimberly Peirce,Boys Don't Cry ,Estados Unidos,14785.0,7.2,6
Andy Bienen,Boys Don't Cry ,Estados Unidos,14785.0,7.2,6
John Logan,RKO 281. La batalla por Ciudadano Kane (TV),Estados Unidos,2698.0,6.2,6
Richard Ben Cramer,RKO 281. La batalla por Ciudadano Kane (TV),Estados Unidos,2698.0,6.2,6
Thomas Lennon,RKO 281. La batalla por Ciudadano Kane (TV),Estados Unidos,2698.0,6.2,6
Kevin Smith,Dogma ,Estados Unidos,26530.0,6.5,6
Steve Meerson,Ana y el rey ,Estados Unidos,12806.0,5.9,6
Peter Krikes,Ana y el rey ,Estados Unidos,12806.0,5.9,6
Anna Leonowens,Ana y el rey ,Estados Unidos,12806.0,5.9,6
Sofia Coppola,Las vírgenes suicidas ,Estados Unidos,33288.0,6.7,6
Jeffrey Eugenides,Las vírgenes suicidas ,Estados Unidos,33288.0,6.7,6
Claude Zidi,Astérix y Obélix contra César ,Francia,30873.0,5.1,6
Gérard Lauzier,Astérix y Obélix contra César ,Francia,30873.0,5.1,6
Albert Uderzo,Astérix y Obélix contra César ,Francia,30873.0,5.1,6
René Goscinny,Astérix y Obélix contra César ,Francia,30873.0,5.1,6
José Luis Garci,El abuelo ,España,12555.0,6.9,6
Horacio Valcárcel,El abuelo ,España,12555.0,6.9,6
Benito Pérez Galdós,El abuelo ,España,12555.0,6.9,6
Joel Coen,El gran Lebowski ,Estados Unidos,119799.0,7.6,6
Ethan Coen,El gran Lebowski ,Estados Unidos,119799.0,7.6,6
Todd Alcott,Antz (Hormigaz) ,Estados Unidos,97242.0,6.3,6
Chris Weitz,Antz (Hormigaz) ,Estados Unidos,97242.0,6.3,6
Paul Weitz,Antz (Hormigaz) ,Estados Unidos,97242.0,6.3,6
Kevin Williamson,The Faculty ,Estados Unidos,46668.0,4.7,6
Tom Tykwer,"Corre, Lola, corre ",Alemania,33982.0,7.1,6
Stephen Hauser,Esfera ,Estados Unidos,46206.0,5.5,6
Paul Attanasio,Esfera ,Estados Unidos,46206.0,5.5,6
Michael Crichton,Esfera ,Estados Unidos,46206.0,5.5,6
Philip Lazebnik,El príncipe de Egipto ,Estados Unidos,70501.0,6.4,6
David Levien,Rounders ,Estados Unidos,20361.0,7.0,6
Brian Koppelman,Rounders ,Estados Unidos,20361.0,7.0,6
Bo Goldman,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Ron Osborn,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Jeff Reno,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Kevin Wade,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Alberto Casella,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Didier Decoin,El conde de Montecristo (Miniserie de TV),Francia,9966.0,6.9,6
Alejandro Dumas,El conde de Montecristo (Miniserie de TV),Francia,9966.0,6.9,6
Richard LaGravenese,El hombre que susurraba a los caballos ,Estados Unidos,15197.0,5.8,6
Nicholas Evans,El hombre que susurraba a los caballos ,Estados Unidos,15197.0,5.8,6
Javier Fesser,El milagro de P. Tinto ,España,36989.0,6.4,6
Guillermo Fesser,El milagro de P. Tinto ,España,36989.0,6.4,6
Pedro Almodóvar,Carne trémula ,España,15706.0,6.1,6
Ray Loriga,Carne trémula ,España,15706.0,6.1,6
Jorge Guerricaechevarría,Carne trémula ,España,15706.0,6.1,6
Ruth Rendell,Carne trémula ,España,15706.0,6.1,6
Mark Andrus,Mejor... imposible ,Estados Unidos,133536.0,7.6,6
James L. Brooks,Mejor... imposible ,Estados Unidos,133536.0,7.6,6
Jan Pinkava,El juego de Geri (C),Estados Unidos,13597.0,7.3,6
Woody Allen,Desmontando a Harry ,Estados Unidos,35914.0,7.6,6
David Koepp,El mundo perdido: Jurassic Park ,Estados Unidos,50526.0,5.7,6
Michael Crichton,El mundo perdido: Jurassic Park ,Estados Unidos,50526.0,5.7,6
Christopher Nolan,Doodlebug (C),Reino Unido,4441.0,5.7,6
Simon Beaufoy,Full Monty ,Reino Unido,47762.0,6.9,6
Quentin Tarantino,Jackie Brown ,Estados Unidos,56669.0,7.2,6
Elmore Leonard,Jackie Brown ,Estados Unidos,56669.0,7.2,6
Don Hertzfeldt,Género (C),Estados Unidos,1222.0,6.6,6
Anthony Minghella,El paciente inglés ,Reino Unido,69628.0,7.1,6
Michael Ondaatje,El paciente inglés ,Reino Unido,69628.0,7.1,6
Tab Murphy,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Irene Mecchi,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Bob Tzudiker,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Noni White,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Jonathan Roberts,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Victor Hugo,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Sue C. Nichols,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Julia Jones,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Helen Cresswell,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Richard Carpenter,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Alan Seymour,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Enid Blyton,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Kevin Williamson,Scream. Vigila quién llama ,Estados Unidos,71091.0,5.8,6
Jerry Juhl,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
Kirk R. Thatcher,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
James V. Hart,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
Brian Henson,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
Robert Louis Stevenson,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
Sheila Burnford,De vuelta a casa 2: Perdidos en San Francisco ,Estados Unidos,509.0,4.4,6
Chris Hauty,De vuelta a casa 2: Perdidos en San Francisco ,Estados Unidos,509.0,4.4,6
Julie Hickson,De vuelta a casa 2: Perdidos en San Francisco ,Estados Unidos,509.0,4.4,6
Sheila Burnford,De vuelta a casa 2: Perdidos en San Francisco ,Estados Unidos,509.0,4.4,6
Steve Shagan,Las dos caras de la verdad ,Estados Unidos,32458.0,7.3,6
Ann Biderman,Las dos caras de la verdad ,Estados Unidos,32458.0,7.3,6
William Diehl,Las dos caras de la verdad ,Estados Unidos,32458.0,7.3,6
Don Hertzfeldt,"Ah, L'Amour (C)",Estados Unidos,1493.0,6.1,6
Michael Mann,Heat ,Estados Unidos,51290.0,7.5,6
,Fantomcat (Serie de TV),Reino Unido,,,6
Jonathan Hensleigh,Jumanji ,Estados Unidos,64121.0,6.3,6
Greg Taylor,Jumanji ,Estados Unidos,64121.0,6.3,6
Jim Strain,Jumanji ,Estados Unidos,64121.0,6.3,6
Chris Van Allsburg,Jumanji ,Estados Unidos,64121.0,6.3,6
David Himmelstein,El pueblo de los malditos ,Estados Unidos,26064.0,5.8,6
John Wyndham,El pueblo de los malditos ,Estados Unidos,26064.0,5.8,6
Jeff Rothberg,El pequeño panda ,Estados Unidos,878.0,5.0,6
Laurice Elehwany,El pequeño panda ,Estados Unidos,878.0,5.0,6
John Wilcox,El pequeño panda ,Estados Unidos,878.0,5.0,6
Steven Alldredge,El pequeño panda ,Estados Unidos,878.0,5.0,6
James Cameron,Días extraños ,Estados Unidos,20574.0,6.7,6
Jay Cocks,Días extraños ,Estados Unidos,20574.0,6.7,6
Mathieu Kassovitz,El odio ,Francia,32522.0,7.8,6
Penelope Spheeris,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Paul Guay,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Stephen Mazur,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Penelope Spheeris,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Robert Wolterstorff,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Mike Scott,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Paul Guay,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Stephen Mazur,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Kathy McWorter,La guerra ,Estados Unidos,3589.0,6.3,6
Blake Snyder,Cheque en blanco ,Estados Unidos,3766.0,3.9,6
Colby Carr,Cheque en blanco ,Estados Unidos,3766.0,3.9,6
Susan Shilliday,Leyendas de pasión ,Estados Unidos,69675.0,6.8,6
Bill Wittliff,Leyendas de pasión ,Estados Unidos,69675.0,6.8,6
Jim Harrison,Leyendas de pasión ,Estados Unidos,69675.0,6.8,6
Peter Hajek,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Peter Moser,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Bernhard Schärfl,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Ralph Werner,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Karl Benedikter,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Angelika Hager,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Peter Zingler,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Ralf Kinder,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Carl-Christian Demke,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Susanne Freund,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Michael Klette,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Thomas Teubner,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
John Patrick Shanley,¡Viven! ,Estados Unidos,31469.0,6.8,6
Piers Paul Read,¡Viven! ,Estados Unidos,31469.0,6.8,6
David Twohy,El fugitivo ,Estados Unidos,74855.0,7.0,6
Jeb Stuart,El fugitivo ,Estados Unidos,74855.0,7.0,6
David Twohy,El fugitivo ,Estados Unidos,74855.0,7.0,6
Roy Huggins,El fugitivo ,Estados Unidos,74855.0,7.0,6
John Lee Hancock,Un mundo perfecto ,Estados Unidos,34162.0,7.4,6
Quentin Tarantino,Amor a quemarropa ,Estados Unidos,35235.0,7.3,6
Robert Getchell,Vida de este chico ,Estados Unidos,7493.0,6.6,6
Tobias Wolff,Vida de este chico ,Estados Unidos,7493.0,6.6,6
Álex de la Iglesia,Acción mutante ,España,19020.0,5.9,6
Jorge Guerricaechevarría,Acción mutante ,España,19020.0,5.9,6
Richard Friedenberg,El río de la vida ,Estados Unidos,9039.0,6.6,6
Norman MacLean,El río de la vida ,Estados Unidos,9039.0,6.6,6
Michael Haneke,El vídeo de Benny ,Austria,5038.0,7.2,6
Josep Viciana,Delfy y sus amigos (Serie de TV),España,10745.0,4.5,6
"""Antoni D'Ocón""",Delfy y sus amigos (Serie de TV),España,10745.0,4.5,6
Paul Germain,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Richard Gitelson,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Gábor Csupó,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Arlene Klasky,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Jonathan Greenberg,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Pen Densham,"Robin Hood, príncipe de los ladrones ",Estados Unidos,70595.0,6.5,6
John Watson,"Robin Hood, príncipe de los ladrones ",Estados Unidos,70595.0,6.5,6
Fannie Flagg,Tomates verdes fritos ,Estados Unidos,56096.0,7.4,6
Carol Sobieski,Tomates verdes fritos ,Estados Unidos,56096.0,7.4,6
Fannie Flagg,Tomates verdes fritos ,Estados Unidos,56096.0,7.4,6
Pedro Almodóvar,Tacones lejanos ,España,15374.0,6.3,6
Frank Pierson,Presunto inocente ,Estados Unidos,20331.0,6.7,6
Alan J. Pakula,Presunto inocente ,Estados Unidos,20331.0,6.7,6
Scott Turow,Presunto inocente ,Estados Unidos,20331.0,6.7,6
J.F. Lawton,Pretty Woman ,Estados Unidos,130028.0,6.3,6
William Goldman,Misery ,Estados Unidos,40647.0,7.5,6
Stephen King,Misery ,Estados Unidos,40647.0,7.5,6
Bruce Joel Rubin,Ghost. Más allá del amor ,Estados Unidos,112749.0,6.5,6
Burt Brown,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Alan Burnett,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Art Cover,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Buzz Dixon,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Mark Edward Edens,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Michael Edens,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Kevin Hopps,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Ken Koonce,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Eric Lewald,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Julia Lewald,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Bryce Malek,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Lydia Marano,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Sindy McKay,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Michael Price Nelson,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Dev Ross,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Tad Stones,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Somtow Sucharitkul,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Larry Swerdlove,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Bruce Talkington,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
David Weimers,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
David Wise,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Luanne Wood,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Linda Woolverton,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Bob Gale,Regreso al futuro II ,Estados Unidos,65788.0,7.2,6
Bob Gale,Regreso al futuro II ,Estados Unidos,65788.0,7.2,6
Robert Zemeckis,Regreso al futuro II ,Estados Unidos,65788.0,7.2,6
Bob Dolman,Willow ,Estados Unidos,83047.0,6.8,6
George Lucas,Willow ,Estados Unidos,83047.0,6.8,6
Ronald Bass,Rain Man ,Estados Unidos,88105.0,7.4,6
Barry Morrow,Rain Man ,Estados Unidos,88105.0,7.4,6
David Cronenberg,Inseparables ,Canadá,11079.0,7.1,6
Norman Snider,Inseparables ,Canadá,11079.0,7.1,6
Bari Wood,Inseparables ,Canadá,11079.0,7.1,6
Jack Geasland,Inseparables ,Canadá,11079.0,7.1,6
Don Mancini,Muñeco diabólico ,Estados Unidos,33018.0,5.4,6
Tom Holland,Muñeco diabólico ,Estados Unidos,33018.0,5.4,6
John Lafia,Muñeco diabólico ,Estados Unidos,33018.0,5.4,6
Don Mancini,Muñeco diabólico ,Estados Unidos,33018.0,5.4,6
Sam Raimi,Terroríficamente muertos ,Estados Unidos,15151.0,6.8,6
Scott Spiegel,Terroríficamente muertos ,Estados Unidos,15151.0,6.8,6
Tom Stoppard,El imperio del sol ,Estados Unidos,28704.0,7.3,6
J.G. Ballard,El imperio del sol ,Estados Unidos,28704.0,7.3,6
Mark Peploe,El último emperador ,Reino Unido,49932.0,7.2,6
Bernardo Bertolucci,El último emperador ,Reino Unido,49932.0,7.2,6
Enzo Ungari,El último emperador ,Reino Unido,49932.0,7.2,6
Puyi,El último emperador ,Reino Unido,49932.0,7.2,6
John Lasseter,El sueño de Red (C),Estados Unidos,2757.0,5.6,6
,Luxo Jr. (C),Estados Unidos,5297.0,6.3,6
George Langelaan,La mosca ,Estados Unidos,29759.0,7.0,6
Charles Edward Pogue,La mosca ,Estados Unidos,29759.0,7.0,6
David Cronenberg,La mosca ,Estados Unidos,29759.0,7.0,6
James Cameron,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
James Cameron,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
David Giler,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
Walter Hill,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
"""Dan O'Bannon""",Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
Ronald Shusett,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
Terry Jones,Dentro del laberinto ,Reino Unido,32360.0,7.2,6
Michael Burton,El vuelo del navegante ,Estados Unidos,4247.0,6.2,6
Matt MacManus,El vuelo del navegante ,Estados Unidos,4247.0,6.2,6
Mark H. Baker,El vuelo del navegante ,Estados Unidos,4247.0,6.2,6
Albert Barillé,Érase una vez... la vida (Serie de TV),Francia,40327.0,7.6,6
Eric Luke,Exploradores ,Estados Unidos,4927.0,5.9,6
Bob Gale,Regreso al futuro ,Estados Unidos,142126.0,7.5,6
Robert Zemeckis,Regreso al futuro ,Estados Unidos,142126.0,7.5,6
Chris Columbus,El secreto de la pirámide ,Estados Unidos,14323.0,6.7,6
Arthur Conan Doyle,El secreto de la pirámide ,Estados Unidos,14323.0,6.7,6
William Kelley,Único testigo ,Estados Unidos,38668.0,6.9,6
Pamela Wallace,Único testigo ,Estados Unidos,38668.0,6.9,6
Earl W. Wallace,Único testigo ,Estados Unidos,38668.0,6.9,6
Chris Columbus,Gremlins ,Estados Unidos,105489.0,6.6,6
Robert Mark Kamen,"Karate Kid, el momento de la verdad ",Estados Unidos,59957.0,6.1,6
Tom Holland,Psicosis II: El regreso de Norman ,Estados Unidos,3061.0,5.3,6
Bill Phillips,Christine ,Estados Unidos,16826.0,6.2,6
Stephen King,Christine ,Estados Unidos,16826.0,6.2,6
,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
John Briley,Gandhi ,Reino Unido,40030.0,7.4,6
Mahatma Gandhi,Gandhi ,Reino Unido,40030.0,7.4,6
Alan J. Pakula,La decisión de Sophie ,Estados Unidos,7405.0,7.2,6
William Styron,La decisión de Sophie ,Estados Unidos,7405.0,7.2,6
Raymond Briggs,The Snowman ,Reino Unido,460.0,6.9,6
John Sayles,Aullidos ,Estados Unidos,4490.0,6.0,6
Gary Brandner,Aullidos ,Estados Unidos,4490.0,6.0,6
Donald F. Glut,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Dennis Marks,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Christy Marx,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Michael Reaves,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Jack Kirby,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Steve Ditko,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Stan Lee,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Claudio Biern Boyd,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Yoshihiro Kimura,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Akira Nakahara,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Taku Sugiyama,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Alejandro Dumas,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
David Cronenberg,Scanners ,Canadá,7696.0,6.3,6
Christopher Gore,Fama ,Estados Unidos,19597.0,6.3,6
Brian De Palma,Vestida para matar ,Estados Unidos,7916.0,6.7,6
Pedro Almodóvar,"Pepi, Luci, Bom y otras chicas del montón ",España,13611.0,5.4,6
