productores,titulo,pais,votos,votacion,nota
GTG Entertainment,Los vigilantes de la playa (Serie de TV),Estados Unidos,62877.0,4.1,7
The Baywatch Company,Los vigilantes de la playa (Serie de TV),Estados Unidos,62877.0,4.1,7
Tower 12 Productions,Los vigilantes de la playa (Serie de TV),Estados Unidos,62877.0,4.1,7
NBC,Los vigilantes de la playa (Serie de TV),Estados Unidos,62877.0,4.1,7
Price,El oso ,Francia,14311.0,7.1,7
Renn Productions,El oso ,Francia,14311.0,7.1,7
Studio Ghibli,Mi vecino Totoro ,Japón,48189.0,7.7,7
Paramount Pictures,Los intocables de Eliot Ness ,Estados Unidos,90673.0,7.8,7
Orion Pictures,Robocop ,Estados Unidos,81007.0,6.0,7
Act III Productions,La princesa prometida ,Estados Unidos,64249.0,7.4,7
Buttercup Films Ltd.,La princesa prometida ,Estados Unidos,64249.0,7.4,7
20th Century Fox,La princesa prometida ,Estados Unidos,64249.0,7.4,7
El Deseo,La ley del deseo ,España,11150.0,6.6,7
LaurenFilm S.A,La ley del deseo ,España,11150.0,6.6,7
Cinemarque Entertainment BV,Hellraiser ,Reino Unido,12493.0,6.1,7
Film Futures,Hellraiser ,Reino Unido,12493.0,6.1,7
Rivdel Films,Hellraiser ,Reino Unido,12493.0,6.1,7
Columbia Pictures,Cuenta conmigo ,Estados Unidos,32341.0,7.3,7
Act III Productions,Cuenta conmigo ,Estados Unidos,32341.0,7.3,7
New Line Cinema,Critters ,Estados Unidos,11897.0,5.4,7
TriStar Pictures,Carretera al infierno ,Estados Unidos,5180.0,6.4,7
HBO,Carretera al infierno ,Estados Unidos,5180.0,6.4,7
Silver Screen Partners,Carretera al infierno ,Estados Unidos,5180.0,6.4,7
De Laurentiis Entertainment Group (DEG),Terciopelo azul ,Estados Unidos,54970.0,7.4,7
Warner Bros.,La misión ,Reino Unido,55869.0,7.6,7
David Puttnam,La misión ,Reino Unido,55869.0,7.6,7
New Line Cinema,Pesadilla en Elm Street ,Estados Unidos,55576.0,6.6,7
Media Home Entertainment,Pesadilla en Elm Street ,Estados Unidos,55576.0,6.6,7
Smart Egg Pictures,Pesadilla en Elm Street ,Estados Unidos,55576.0,6.6,7
Columbia Pictures,Los cazafantasmas ,Estados Unidos,117090.0,6.5,7
Pacific Western,Terminator ,Estados Unidos,141917.0,7.1,7
Hemdale,Terminator ,Estados Unidos,141917.0,7.1,7
Orion Pictures,Terminator ,Estados Unidos,141917.0,7.1,7
Constantin Film,La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Bavaria Studios,La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Westdeutscher Rundfunk (WDR),La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Bavaria Film,La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Producers Sales Organization,La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Warner Bros.,La historia interminable ,Alemania del Oeste (RFA),98014.0,6.9,7
Virgin,1984 ,Reino Unido,11254.0,6.4,7
Umbrella-Rosenblum Films Production,1984 ,Reino Unido,11254.0,6.4,7
Universal Pictures,El precio del poder ,Estados Unidos,91924.0,8.2,7
Lucasfilm,La guerra de las galaxias. Episodio VI: El retorno del Jedi ,Estados Unidos,122459.0,7.9,7
20th Century Fox,La guerra de las galaxias. Episodio VI: El retorno del Jedi ,Estados Unidos,122459.0,7.9,7
Ópalo Films,El pico ,España,9847.0,6.7,7
BRB Internacional,La vuelta al mundo de Willy Fog (Serie de TV),España,35443.0,6.7,7
Nippon Animation,La vuelta al mundo de Willy Fog (Serie de TV),España,35443.0,6.7,7
Optimum Productions,Michael Jackson's Thriller (Vídeo musical),Estados Unidos,6078.0,8.0,7
Sony Music,Michael Jackson's Thriller (Vídeo musical),Estados Unidos,6078.0,8.0,7
MTV,Michael Jackson's Thriller (Vídeo musical),Estados Unidos,6078.0,8.0,7
Dino de Laurentiis Cinematographica,La zona muerta ,Estados Unidos,11177.0,6.6,7
Lorimar,La zona muerta ,Estados Unidos,11177.0,6.6,7
Paramount Pictures,La zona muerta ,Estados Unidos,11177.0,6.6,7
Metro-Goldwyn-Mayer (MGM),Poltergeist (Fenómenos extraños) ,Estados Unidos,32341.0,6.8,7
Walt Disney Productions,Tod y Toby ,Estados Unidos,11796.0,6.3,7
Universal Pictures,La casa de los horrores ,Estados Unidos,1602.0,5.5,7
Polygram Filmed Entertainment,Un hombre lobo americano en Londres ,Reino Unido,27468.0,6.7,7
Universal Pictures,Un hombre lobo americano en Londres ,Reino Unido,27468.0,6.7,7
Lucasfilm,La guerra de las galaxias. Episodio V: El imperio contraataca ,Estados Unidos,136200.0,8.1,7
20th Century Fox,La guerra de las galaxias. Episodio V: El imperio contraataca ,Estados Unidos,136200.0,8.1,7
United Artists,Toro salvaje ,Estados Unidos,53737.0,8.1,7
Acuarius Films,Navajeros ,España,4755.0,6.4,7
Figaró Films,Navajeros ,España,4755.0,6.4,7
Producciones Fenix,Navajeros ,España,4755.0,6.4,7
Jack Rollins & Charles H. Joffe Production,Manhattan ,Estados Unidos,54294.0,8.1,7
United Artists,Manhattan ,Estados Unidos,54294.0,8.1,7
Lucasfilm,La guerra de las galaxias. Episodio IV: Una nueva esperanza ,Estados Unidos,136701.0,7.9,7
20th Century Fox,La guerra de las galaxias. Episodio IV: Una nueva esperanza ,Estados Unidos,136701.0,7.9,7
Chartoff-Winkler Productions,Rocky ,Estados Unidos,91110.0,7.1,7
United Artists,Rocky ,Estados Unidos,91110.0,7.1,7
20th Century Fox,La profecía ,Estados Unidos,43702.0,7.4,7
United Artists,Alguien voló sobre el nido del cuco ,Estados Unidos,110654.0,8.3,7
Fantasy Film,Alguien voló sobre el nido del cuco ,Estados Unidos,110654.0,8.3,7
Michael Douglas,Alguien voló sobre el nido del cuco ,Estados Unidos,110654.0,8.3,7
United Artists,Alguien voló sobre el nido del cuco ,Estados Unidos,110654.0,8.3,7
EMI Films,Asesinato en el Orient Express ,Reino Unido,15167.0,7.0,7
G.W. Films Limited,Asesinato en el Orient Express ,Reino Unido,15167.0,7.0,7
Paramount Pictures,Asesinato en el Orient Express ,Reino Unido,15167.0,7.0,7
Universal Pictures,El golpe ,Estados Unidos,100494.0,8.5,7
Zanuck/Brown,El golpe ,Estados Unidos,100494.0,8.5,7
Walt Disney Productions,Robin Hood ,Estados Unidos,20944.0,6.8,7
El Imán,Mi querida señorita ,España,3945.0,7.0,7
InCine S.A,Mi querida señorita ,España,3945.0,7.0,7
Impala,Mi querida señorita ,España,3945.0,7.0,7
Universal Pictures,Frenesí ,Reino Unido,16387.0,7.5,7
20th Century Fox,La huella ,Reino Unido,31505.0,8.1,7
Palomar Pictures,La huella ,Reino Unido,31505.0,8.1,7
RTVE,La cabina (TV),España,23158.0,7.7,7
Mosfilm,Solaris ,Unión Soviética (URSS),15125.0,7.5,7
Walt Disney Productions,Los aristogatos ,Estados Unidos,52557.0,6.5,7
20th Century Fox,Dos hombres y un destino ,Estados Unidos,37692.0,7.9,7
"""Children's Television Workshop (CTW)""",Barrio Sésamo (Serie de TV),Estados Unidos,33902.0,7.1,7
Henson Associates (HA),Barrio Sésamo (Serie de TV),Estados Unidos,33902.0,7.1,7
Jim Henson,Barrio Sésamo (Serie de TV),Estados Unidos,33902.0,7.1,7
Sesame Workshop,Barrio Sésamo (Serie de TV),Estados Unidos,33902.0,7.1,7
Image Ten,La noche de los muertos vivientes ,Estados Unidos,36284.0,7.1,7
Laurel Group,La noche de los muertos vivientes ,Estados Unidos,36284.0,7.1,7
Market Square Productions,La noche de los muertos vivientes ,Estados Unidos,36284.0,7.1,7
Off Color Films,La noche de los muertos vivientes ,Estados Unidos,36284.0,7.1,7
Walt Disney Productions,El libro de la selva ,Estados Unidos,43070.0,7.2,7
Produzioni Europee Associati (PEA),"El bueno, el feo y el malo ",Italia,66945.0,8.2,7
Arturo González P.C,"El bueno, el feo y el malo ",Italia,66945.0,8.2,7
Constantin Film,"El bueno, el feo y el malo ",Italia,66945.0,8.2,7
Svensk Filmindustri (SF),Persona ,Suecia,23884.0,8.1,7
Robert Wise Productions,Sonrisas y lágrimas ,Estados Unidos,57972.0,6.9,7
Argyle Enterprises,Sonrisas y lágrimas ,Estados Unidos,57972.0,6.9,7
20th Century Fox,Sonrisas y lágrimas ,Estados Unidos,57972.0,6.9,7
Walt Disney Productions,Mary Poppins ,Estados Unidos,91375.0,7.1,7
Walt Disney Productions,Merlín el encantador ,Estados Unidos,27266.0,7.1,7
Argos Films,El muelle (La Jetée) ,Francia,11853.0,7.9,7
Paramount Pictures,El hombre que mató a Liberty Valance ,Estados Unidos,34489.0,8.3,7
Roxlom Films Inc.,¿Vencedores o vencidos? (El juicio de Nuremberg) ,Estados Unidos,13057.0,8.2,7
United Artists,¿Vencedores o vencidos? (El juicio de Nuremberg) ,Estados Unidos,13057.0,8.2,7
Walt Disney Productions,101 dálmatas ,Estados Unidos,79312.0,6.5,7
United Artists,"Uno, dos, tres ",Estados Unidos,27028.0,8.2,7
Bryna Productions,Espartaco ,Estados Unidos,68871.0,8.0,7
Universal Pictures,Espartaco ,Estados Unidos,68871.0,8.0,7
,Los ojos sin rostro ,Francia,6089.0,7.4,7
Metro-Goldwyn-Mayer (MGM),El pueblo de los malditos ,Reino Unido,5870.0,7.0,7
United Artists,El apartamento ,Estados Unidos,81272.0,8.4,7
The Mirisch Corporation,El apartamento ,Estados Unidos,81272.0,8.4,7
United Artists,El apartamento ,Estados Unidos,81272.0,8.4,7
United Artists,Con faldas y a lo loco ,Estados Unidos,82705.0,8.3,7
Ashton Productions,Con faldas y a lo loco ,Estados Unidos,82705.0,8.3,7
The Mirisch Corporation,Con faldas y a lo loco ,Estados Unidos,82705.0,8.3,7
Metro-Goldwyn-Mayer (MGM),Ben-Hur ,Estados Unidos,67231.0,7.9,7
Paramount Pictures,Vértigo (De entre los muertos) ,Estados Unidos,71213.0,8.2,7
Alfred J. Hitchcock Productions,Vértigo (De entre los muertos) ,Estados Unidos,71213.0,8.2,7
Columbia Pictures,El puente sobre el río Kwai ,Reino Unido,49982.0,7.8,7
Sam Spiegel,El puente sobre el río Kwai ,Reino Unido,49982.0,7.8,7
Universal Pictures,El increíble hombre menguante ,Estados Unidos,14199.0,7.6,7
Vera Films,Las diabólicas ,Francia,10651.0,8.0,7
Walt Disney Productions,La dama y el vagabundo ,Estados Unidos,28430.0,6.7,7
Paramount Pictures,La ventana indiscreta ,Estados Unidos,77244.0,8.2,7
Paramount Pictures,Vacaciones en Roma ,Estados Unidos,34221.0,7.9,7
Walt Disney Productions,Peter Pan ,Estados Unidos,33347.0,7.1,7
Metro-Goldwyn-Mayer (MGM),Cantando bajo la lluvia ,Estados Unidos,48175.0,8.1,7
Arthur Freed,Cantando bajo la lluvia ,Estados Unidos,48175.0,8.1,7
Stanley Kramer Productions,Solo ante el peligro ,Estados Unidos,27702.0,8.1,7
United Artists,Solo ante el peligro ,Estados Unidos,27702.0,8.1,7
Warner Bros.,Un tranvía llamado Deseo ,Estados Unidos,30882.0,8.0,7
Tevere Film,"Alemania, año cero ",Italia,8014.0,8.0,7
Safdi,"Alemania, año cero ",Italia,8014.0,8.0,7
UGC Images,"Alemania, año cero ",Italia,8014.0,8.0,7
Produzioni De Sica (PDS),Ladrón de bicicletas ,Italia,36025.0,8.3,7
Columbia Pictures,La dama de Shanghai ,Estados Unidos,12468.0,7.7,7
Warner Bros.,El sueño eterno ,Estados Unidos,23798.0,8.1,7
Excelsa Films,"Roma, ciudad abierta ",Italia,16942.0,8.2,7
Warner Bros.,Tener y no tener ,Estados Unidos,13056.0,7.9,7
Warner Bros.,Arsénico por compasión ,Estados Unidos,24165.0,8.0,7
Warner Bros.,Casablanca ,Estados Unidos,97855.0,8.4,7
Hal B. Wallis,Casablanca ,Estados Unidos,97855.0,8.4,7
RKO,Ciudadano Kane ,Estados Unidos,79351.0,8.2,7
Mercury Theatre Productions,Ciudadano Kane ,Estados Unidos,79351.0,8.2,7
Hanna-Barbera Productions,Tom y Jerry (Serie de TV),Estados Unidos,31772.0,6.8,7
Sib-Tower 12 Productions,Tom y Jerry (Serie de TV),Estados Unidos,31772.0,6.8,7
MGM Television,Tom y Jerry (Serie de TV),Estados Unidos,31772.0,6.8,7
Walt Disney Pictures,El aprendiz de brujo (C),Estados Unidos,12186.0,7.6,7
Walt Disney Productions,Fantasía ,Estados Unidos,29234.0,7.4,7
RKO Radio Pictures,Fantasía ,Estados Unidos,29234.0,7.4,7
Walt Disney Productions,Pinocho ,Estados Unidos,43870.0,6.8,7
Metro-Goldwyn-Mayer (MGM),Ninotchka ,Estados Unidos,15077.0,8.0,7
Walt Disney Productions,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Universal Pictures,Drácula ,Estados Unidos,7701.0,7.1,7
Carl Laemmle Jr,Drácula ,Estados Unidos,7701.0,7.1,7
Nero Film,"M, el vampiro de Düsseldorf ",Alemania,20757.0,8.3,7
Walt Disney Productions,Mickey Mouse: El botero Willie (C),Estados Unidos,4584.0,6.9,7
Societé generale de films,La pasión de Juana de Arco ,Francia,10134.0,8.3,7
Universal Pictures,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Blinding Edge Pictures,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Filmnation Entertainment,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Perfect World Pictures,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Wishbone Entertainment Inc,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Universal Pictures,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Faraway Films,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
Pulse Films,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
CHS43,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
Warner Bros.,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
HBO Max,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
Universal Pictures,Nop ,Estados Unidos,13397.0,6.0,6
Monkeypaw Productions,Nop ,Estados Unidos,13397.0,6.0,6
Universal Pictures,Nop ,Estados Unidos,13397.0,6.0,6
Bighead Littlehead,Metal Lords ,Estados Unidos,3061.0,5.8,6
Netflix,Metal Lords ,Estados Unidos,3061.0,5.8,6
Temple Hill Entertainment,Smile ,Estados Unidos,11009.0,6.0,6
Paramount Players,Smile ,Estados Unidos,11009.0,6.0,6
Paramount Pictures,Smile ,Estados Unidos,11009.0,6.0,6
Serendipity Point Films,Crímenes del futuro ,Canadá,4287.0,5.7,6
Argonauts Productions S.A,Crímenes del futuro ,Canadá,4287.0,5.7,6
Ingenious Media,Crímenes del futuro ,Canadá,4287.0,5.7,6
Téléfilm Canada,Crímenes del futuro ,Canadá,4287.0,5.7,6
Bell Media,Crímenes del futuro ,Canadá,4287.0,5.7,6
Canadian Broadcasting Corporation (CBC),Crímenes del futuro ,Canadá,4287.0,5.7,6
Ekome,Crímenes del futuro ,Canadá,4287.0,5.7,6
The Harold Greenberg Fund,Crímenes del futuro ,Canadá,4287.0,5.7,6
BBH entertainment,Fiasco total: Woodstock 99 (Miniserie de TV),Estados Unidos,2528.0,6.7,6
Raw Television,Fiasco total: Woodstock 99 (Miniserie de TV),Estados Unidos,2528.0,6.7,6
Netflix,Fiasco total: Woodstock 99 (Miniserie de TV),Estados Unidos,2528.0,6.7,6
,El gabinete de curiosidades: Ratas de cementerio (TV),Estados Unidos,3365.0,5.9,6
Alienworx Productions,El menú ,Estados Unidos,16893.0,6.2,6
Hyperobject Industries,El menú ,Estados Unidos,16893.0,6.2,6
Searchlight Pictures,El menú ,Estados Unidos,16893.0,6.2,6
Disney+,El menú ,Estados Unidos,16893.0,6.2,6
A24,X ,Estados Unidos,8516.0,6.2,6
Bron Studios,X ,Estados Unidos,8516.0,6.2,6
MAD SOLAR,X ,Estados Unidos,8516.0,6.2,6
20th Century Studios,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Lightstorm Entertainment,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
TSG Entertainment,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
James Cameron,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Walt Disney Pictures,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Double Dare You,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Exile Entertainment,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Guillermo del Toro,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Netflix,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Cross Creek Pictures,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Le Grisbi Productions,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Streamline Global Group,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Netflix,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Pokeepsie Films,El cuarto pasajero ,España,4311.0,5.9,6
Telecinco Cinema,El cuarto pasajero ,España,4311.0,5.9,6
Mediaset España,El cuarto pasajero ,España,4311.0,5.9,6
Movistar Plus+,El cuarto pasajero ,España,4311.0,5.9,6
Chernin Entertainment,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
Netflix,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
Remotamente Films,Madres paralelas ,España,16102.0,5.8,6
El Deseo,Madres paralelas ,España,16102.0,5.8,6
RTVE,Madres paralelas ,España,16102.0,5.8,6
Cactus Films,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
Sister Pictures,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
South of the River Pictures,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
HBO,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
Bright/Kauffman/Crane Productions,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
HBO Max,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
Warner Bros. Television,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
Marta Kauffman,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
Kevin Bright,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
David Crane,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
Story Syndicate,Britney vs. Spears ,Estados Unidos,1106.0,5.6,6
Netflix,Britney vs. Spears ,Estados Unidos,1106.0,5.6,6
Blumhouse Productions,Black Phone ,Estados Unidos,10962.0,6.3,6
Universal Pictures,Black Phone ,Estados Unidos,10962.0,6.3,6
Crooked Highway,Black Phone ,Estados Unidos,10962.0,6.3,6
Universal Pictures,Black Phone ,Estados Unidos,10962.0,6.3,6
Blumhouse Productions,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Trancas International Films,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Miramax,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Rough House Pictures,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Universal Pictures,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Home Again Productions,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Universal Pictures,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Hyperobject Industries,No mires arriba ,Estados Unidos,41645.0,6.6,6
Bluegrass Films,No mires arriba ,Estados Unidos,41645.0,6.6,6
Netflix,No mires arriba ,Estados Unidos,41645.0,6.6,6
Fox 2000 Pictures,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
Scott Rudin Productions,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
TSG Entertainment,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
20th Century Studios,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
Netflix,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
Atresmedia Televisión,Veneno (Miniserie de TV),España,8232.0,7.6,6
Suma Latina,Veneno (Miniserie de TV),España,8232.0,7.6,6
ATRESplayer PREMIUM,Veneno (Miniserie de TV),España,8232.0,7.6,6
Argent Pictures,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Exposure Labs,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
The Space Program,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Netflix,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Craig Foster,Lo que el pulpo me enseñó ,Sudáfrica,9658.0,7.3,6
Netflix,Lo que el pulpo me enseñó ,Sudáfrica,9658.0,7.3,6
YouTube,Válidas (Serie de TV),España,482.0,6.5,6
Fifty Fathoms Productions,Adult Material (Miniserie de TV),Reino Unido,1392.0,6.5,6
HBO Max,Adult Material (Miniserie de TV),Reino Unido,1392.0,6.5,6
Channel 4,Adult Material (Miniserie de TV),Reino Unido,1392.0,6.5,6
Banijay Rights,Adult Material (Miniserie de TV),Reino Unido,1392.0,6.5,6
Iron Ocean Films,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Universal Cable Productions,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Starchild Pictures,Casa ajena ,Reino Unido,5440.0,5.5,6
Vertigo Entertainment,Casa ajena ,Reino Unido,5440.0,5.5,6
BBC Film,Casa ajena ,Reino Unido,5440.0,5.5,6
Regency Television,Casa ajena ,Reino Unido,5440.0,5.5,6
Netflix,Casa ajena ,Reino Unido,5440.0,5.5,6
Paramount Pictures,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Buffalo FilmWorks,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Platinum Dunes,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Pixar Animation Studios,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Walt Disney Pictures,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Netflix,El irlandés ,Estados Unidos,36722.0,7.2,6
Sikelia Productions,El irlandés ,Estados Unidos,36722.0,7.2,6
Tribeca Productions,El irlandés ,Estados Unidos,36722.0,7.2,6
Martin Scorsese,El irlandés ,Estados Unidos,36722.0,7.2,6
Netflix,El irlandés ,Estados Unidos,36722.0,7.2,6
Cailleach Productions,Madre oscura ,Estados Unidos,2507.0,5.0,6
IFC Films,Madre oscura ,Estados Unidos,2507.0,5.0,6
Dibulitoon Studio,"Elcano y Magallanes, la primera vuelta al mundo ",España,501.0,5.2,6
RTVE,"Elcano y Magallanes, la primera vuelta al mundo ",España,501.0,5.2,6
ETB,"Elcano y Magallanes, la primera vuelta al mundo ",España,501.0,5.2,6
Netflix,Stranger Things 3 (Serie de TV),Estados Unidos,17984.0,7.1,6
21 Laps Entertainment,Stranger Things 3 (Serie de TV),Estados Unidos,17984.0,7.1,6
Netflix,Stranger Things 3 (Serie de TV),Estados Unidos,17984.0,7.1,6
CBS Films,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Double Dare You,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Entertainment One,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
