generos,titulo,votos,votacion,nota
Película de culto,Equilibrium ,23939.0,6.5,6
Drama,Spider ,7415.0,6.6,6
Drama psicológico,Spider ,7415.0,6.6,6
Años 60,Spider ,7415.0,6.6,6
Drama,La última noche ,34986.0,7.5,6
Película de culto,La última noche ,34986.0,7.5,6
11-S,La última noche ,34986.0,7.5,6
Fantástico,El enigma de Jerusalén (TV),1966.0,5.3,6
Drama,El enigma de Jerusalén (TV),1966.0,5.3,6
Intriga,El enigma de Jerusalén (TV),1966.0,5.3,6
Viajes en el tiempo,El enigma de Jerusalén (TV),1966.0,5.3,6
Religión,El enigma de Jerusalén (TV),1966.0,5.3,6
Biblia,El enigma de Jerusalén (TV),1966.0,5.3,6
Telefilm,El enigma de Jerusalén (TV),1966.0,5.3,6
Serie de TV,Jimmy Neutron (Serie de TV),3302.0,4.6,6
Animación,Jimmy Neutron (Serie de TV),3302.0,4.6,6
Ciencia ficción,Jimmy Neutron (Serie de TV),3302.0,4.6,6
Comedia,Jimmy Neutron (Serie de TV),3302.0,4.6,6
Infantil,Jimmy Neutron (Serie de TV),3302.0,4.6,6
Intriga,Insomnio ,34226.0,6.5,6
Thriller,Insomnio ,34226.0,6.5,6
Remake,Insomnio ,34226.0,6.5,6
Thriller psicológico,Insomnio ,34226.0,6.5,6
Zonas frías/polares,Insomnio ,34226.0,6.5,6
Neo-noir,Insomnio ,34226.0,6.5,6
Policíaco,Insomnio ,34226.0,6.5,6
Crimen,Insomnio ,34226.0,6.5,6
Ciencia ficción,Star Wars. Episodio II: El ataque de los clones ,107000.0,6.3,6
Aventuras,Star Wars. Episodio II: El ataque de los clones ,107000.0,6.3,6
Precuela,Star Wars. Episodio II: El ataque de los clones ,107000.0,6.3,6
Secuela,Star Wars. Episodio II: El ataque de los clones ,107000.0,6.3,6
Star Wars,Star Wars. Episodio II: El ataque de los clones ,107000.0,6.3,6
Terror,28 días después ,75352.0,6.7,6
Ciencia ficción,28 días después ,75352.0,6.7,6
Thriller,28 días después ,75352.0,6.7,6
Zombis,28 días después ,75352.0,6.7,6
Pandemias,28 días después ,75352.0,6.7,6
Película de culto,28 días después ,75352.0,6.7,6
Drama,Sang Woo y su abuela ,2516.0,7.4,6
Vejez / Madurez,Sang Woo y su abuela ,2516.0,7.4,6
Familia,Sang Woo y su abuela ,2516.0,7.4,6
Drama,Las mujeres de verdad tienen curvas ,4063.0,6.7,6
Comedia,Las mujeres de verdad tienen curvas ,4063.0,6.7,6
Cine independiente USA,Las mujeres de verdad tienen curvas ,4063.0,6.7,6
Drama social,Las mujeres de verdad tienen curvas ,4063.0,6.7,6
Documental,La Secretaria de Hitler: El ángulo muerto ,256.0,6.6,6
Documental sobre Historia,La Secretaria de Hitler: El ángulo muerto ,256.0,6.6,6
Intriga,El dragón rojo ,40471.0,6.5,6
Thriller,El dragón rojo ,40471.0,6.5,6
Crimen,El dragón rojo ,40471.0,6.5,6
Precuela,El dragón rojo ,40471.0,6.5,6
Asesinos en serie,El dragón rojo ,40471.0,6.5,6
Años 80,El dragón rojo ,40471.0,6.5,6
Remake,El dragón rojo ,40471.0,6.5,6
Policíaco,El dragón rojo ,40471.0,6.5,6
Musical,El otro lado de la cama ,49755.0,6.4,6
Comedia,El otro lado de la cama ,49755.0,6.4,6
Romance,El otro lado de la cama ,49755.0,6.4,6
Ciencia ficción,Cypher ,9960.0,6.5,6
Fantástico,Cypher ,9960.0,6.5,6
Cyberpunk,Cypher ,9960.0,6.5,6
Thriller futurista,Cypher ,9960.0,6.5,6
Comedia,Código 7 (C),1990.0,6.0,6
Ciencia ficción,Código 7 (C),1990.0,6.0,6
Película de episodios,Código 7 (C),1990.0,6.0,6
Cortometraje,Código 7 (C),1990.0,6.0,6
Fantástico,Harry Potter y la cámara secreta ,74447.0,6.5,6
Aventuras,Harry Potter y la cámara secreta ,74447.0,6.5,6
Magia,Harry Potter y la cámara secreta ,74447.0,6.5,6
Young Adult,Harry Potter y la cámara secreta ,74447.0,6.5,6
Secuela,Harry Potter y la cámara secreta ,74447.0,6.5,6
Drama,El experimento ,27787.0,7.2,6
Intriga,El experimento ,27787.0,7.2,6
Drama carcelario,El experimento ,27787.0,7.2,6
Basado en hechos reales,El experimento ,27787.0,7.2,6
Thriller,Hannibal ,76027.0,6.4,6
Secuela,Hannibal ,76027.0,6.4,6
Asesinos en serie,Hannibal ,76027.0,6.4,6
Policíaco,Hannibal ,76027.0,6.4,6
Fantástico,Harry Potter y la piedra filosofal ,84548.0,6.8,6
Aventuras,Harry Potter y la piedra filosofal ,84548.0,6.8,6
Infantil,Harry Potter y la piedra filosofal ,84548.0,6.8,6
Magia,Harry Potter y la piedra filosofal ,84548.0,6.8,6
Young Adult,Harry Potter y la piedra filosofal ,84548.0,6.8,6
Drama,K-Pax. Un universo aparte ,36172.0,6.9,6
Ciencia ficción,K-Pax. Un universo aparte ,36172.0,6.9,6
Fantástico,K-Pax. Un universo aparte ,36172.0,6.9,6
Intriga,K-Pax. Un universo aparte ,36172.0,6.9,6
Extraterrestres,K-Pax. Un universo aparte ,36172.0,6.9,6
Drama,Juana la Loca ,15725.0,6.1,6
Romance,Juana la Loca ,15725.0,6.1,6
Bélico,Pearl Harbor ,74480.0,6.1,6
Acción,Pearl Harbor ,74480.0,6.1,6
Drama,Pearl Harbor ,74480.0,6.1,6
Romance,Pearl Harbor ,74480.0,6.1,6
II Guerra Mundial,Pearl Harbor ,74480.0,6.1,6
Pearl Harbor,Pearl Harbor ,74480.0,6.1,6
Drama romántico,Pearl Harbor ,74480.0,6.1,6
Aviones,Pearl Harbor ,74480.0,6.1,6
Bélico,Enemigo a las puertas ,82333.0,7.6,6
Drama,Enemigo a las puertas ,82333.0,7.6,6
II Guerra Mundial,Enemigo a las puertas ,82333.0,7.6,6
Basado en hechos reales,Enemigo a las puertas ,82333.0,7.6,6
Intriga,El protegido ,58490.0,6.7,6
Thriller,El protegido ,58490.0,6.7,6
Sobrenatural,El protegido ,58490.0,6.7,6
Superhéroes,El protegido ,58490.0,6.7,6
Película de culto,El protegido ,58490.0,6.7,6
Comedia,Chocolat ,61880.0,6.7,6
Romance,Chocolat ,61880.0,6.7,6
Comedia romántica,Chocolat ,61880.0,6.7,6
Cocina,Chocolat ,61880.0,6.7,6
Vida rural,Chocolat ,61880.0,6.7,6
Intriga,Lo que la verdad esconde ,33346.0,6.0,6
Terror,Lo que la verdad esconde ,33346.0,6.0,6
Sobrenatural,Lo que la verdad esconde ,33346.0,6.0,6
Casas encantadas,Lo que la verdad esconde ,33346.0,6.0,6
Drama,Cadena de favores ,38493.0,6.7,6
Animación,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Aventuras,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Comedia,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Stop Motion,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Claymation (Plastilina),Chicken Run: Evasión en la granja ,33098.0,6.5,6
Animales,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Años 50,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Aves / Pájaros,Chicken Run: Evasión en la granja ,33098.0,6.5,6
Serie de TV,Los miserables (Miniserie de TV),3849.0,6.9,6
Drama,Los miserables (Miniserie de TV),3849.0,6.9,6
Miniserie de TV,Los miserables (Miniserie de TV),3849.0,6.9,6
Drama de época,Los miserables (Miniserie de TV),3849.0,6.9,6
Siglo XIX,Los miserables (Miniserie de TV),3849.0,6.9,6
Drama,Erin Brockovich ,70543.0,6.5,6
Basado en hechos reales,Erin Brockovich ,70543.0,6.5,6
Drama judicial / Abogados/as,Erin Brockovich ,70543.0,6.5,6
Drama,Amores perros ,76221.0,7.7,6
Historias cruzadas,Amores perros ,76221.0,7.7,6
Perros/Lobos,Amores perros ,76221.0,7.7,6
Pobreza,Amores perros ,76221.0,7.7,6
Drama social,Amores perros ,76221.0,7.7,6
Animación,Padre e hija (C),3715.0,7.0,6
Drama,Padre e hija (C),3715.0,7.0,6
Familia,Padre e hija (C),3715.0,7.0,6
Cortometraje (animación),Padre e hija (C),3715.0,7.0,6
Drama,Inocencia interrumpida ,21127.0,6.6,6
Basado en hechos reales,Inocencia interrumpida ,21127.0,6.6,6
Enfermedad,Inocencia interrumpida ,21127.0,6.6,6
Años 60,Inocencia interrumpida ,21127.0,6.6,6
Drama,Boys Don't Cry ,14785.0,7.2,6
Romance,Boys Don't Cry ,14785.0,7.2,6
Basado en hechos reales,Boys Don't Cry ,14785.0,7.2,6
Transexualidad / transgénero,Boys Don't Cry ,14785.0,7.2,6
Vida rural (Norteamérica),Boys Don't Cry ,14785.0,7.2,6
Drama,RKO 281. La batalla por Ciudadano Kane (TV),2698.0,6.2,6
Biográfico,RKO 281. La batalla por Ciudadano Kane (TV),2698.0,6.2,6
Cine dentro del cine,RKO 281. La batalla por Ciudadano Kane (TV),2698.0,6.2,6
Telefilm,RKO 281. La batalla por Ciudadano Kane (TV),2698.0,6.2,6
Comedia,Dogma ,26530.0,6.5,6
Fantástico,Dogma ,26530.0,6.5,6
Comedia negra,Dogma ,26530.0,6.5,6
Sátira,Dogma ,26530.0,6.5,6
Religión,Dogma ,26530.0,6.5,6
Romance,Ana y el rey ,12806.0,5.9,6
Drama,Ana y el rey ,12806.0,5.9,6
Aventuras,Ana y el rey ,12806.0,5.9,6
Drama romántico,Ana y el rey ,12806.0,5.9,6
Siglo XIX,Ana y el rey ,12806.0,5.9,6
Basado en hechos reales,Ana y el rey ,12806.0,5.9,6
Remake,Ana y el rey ,12806.0,5.9,6
Drama,Las vírgenes suicidas ,33288.0,6.7,6
Adolescencia,Las vírgenes suicidas ,33288.0,6.7,6
Familia,Las vírgenes suicidas ,33288.0,6.7,6
Años 70,Las vírgenes suicidas ,33288.0,6.7,6
Cine independiente USA,Las vírgenes suicidas ,33288.0,6.7,6
Comedia,Astérix y Obélix contra César ,30873.0,5.1,6
Aventuras,Astérix y Obélix contra César ,30873.0,5.1,6
Infantil,Astérix y Obélix contra César ,30873.0,5.1,6
Antigua Roma,Astérix y Obélix contra César ,30873.0,5.1,6
Cómic,Astérix y Obélix contra César ,30873.0,5.1,6
Cine familiar,Astérix y Obélix contra César ,30873.0,5.1,6
Drama,El abuelo ,12555.0,6.9,6
Vejez / Madurez,El abuelo ,12555.0,6.9,6
Comedia,El gran Lebowski ,119799.0,7.6,6
Comedia negra,El gran Lebowski ,119799.0,7.6,6
Bolos,El gran Lebowski ,119799.0,7.6,6
Película de culto,El gran Lebowski ,119799.0,7.6,6
Animación,Antz (Hormigaz) ,97242.0,6.3,6
Comedia,Antz (Hormigaz) ,97242.0,6.3,6
Aventuras,Antz (Hormigaz) ,97242.0,6.3,6
Insectos,Antz (Hormigaz) ,97242.0,6.3,6
Terror,The Faculty ,46668.0,4.7,6
Ciencia ficción,The Faculty ,46668.0,4.7,6
Fantástico,The Faculty ,46668.0,4.7,6
Drogas,The Faculty ,46668.0,4.7,6
Extraterrestres,The Faculty ,46668.0,4.7,6
Colegios & Universidad,The Faculty ,46668.0,4.7,6
Acción,"Corre, Lola, corre ",33982.0,7.1,6
Thriller,"Corre, Lola, corre ",33982.0,7.1,6
Película de culto,"Corre, Lola, corre ",33982.0,7.1,6
Ciencia ficción,Esfera ,46206.0,5.5,6
Intriga,Esfera ,46206.0,5.5,6
Drama psicológico,Esfera ,46206.0,5.5,6
Aventuras marinas,Esfera ,46206.0,5.5,6
Animación,El príncipe de Egipto ,70501.0,6.4,6
Musical,El príncipe de Egipto ,70501.0,6.4,6
Aventuras,El príncipe de Egipto ,70501.0,6.4,6
Antiguo Egipto,El príncipe de Egipto ,70501.0,6.4,6
Religión,El príncipe de Egipto ,70501.0,6.4,6
Biblia,El príncipe de Egipto ,70501.0,6.4,6
Cine familiar,El príncipe de Egipto ,70501.0,6.4,6
Drama,Rounders ,20361.0,7.0,6
Juego,Rounders ,20361.0,7.0,6
Póker,Rounders ,20361.0,7.0,6
Romance,¿Conoces a Joe Black? ,46407.0,6.3,6
Drama,¿Conoces a Joe Black? ,46407.0,6.3,6
Fantástico,¿Conoces a Joe Black? ,46407.0,6.3,6
Drama romántico,¿Conoces a Joe Black? ,46407.0,6.3,6
Bolsa & Negocios,¿Conoces a Joe Black? ,46407.0,6.3,6
Remake,¿Conoces a Joe Black? ,46407.0,6.3,6
Serie de TV,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Drama,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Miniserie de TV,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Drama de época,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Siglo XIX,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Venganza,El conde de Montecristo (Miniserie de TV),9966.0,6.9,6
Romance,El hombre que susurraba a los caballos ,15197.0,5.8,6
Drama,El hombre que susurraba a los caballos ,15197.0,5.8,6
Drama romántico,El hombre que susurraba a los caballos ,15197.0,5.8,6
Animales,El hombre que susurraba a los caballos ,15197.0,5.8,6
Caballos,El hombre que susurraba a los caballos ,15197.0,5.8,6
Vida rural (Norteamérica),El hombre que susurraba a los caballos ,15197.0,5.8,6
Comedia,El milagro de P. Tinto ,36989.0,6.4,6
Comedia absurda,El milagro de P. Tinto ,36989.0,6.4,6
Película de culto,El milagro de P. Tinto ,36989.0,6.4,6
Extraterrestres,El milagro de P. Tinto ,36989.0,6.4,6
Drama,Carne trémula ,15706.0,6.1,6
Thriller,Carne trémula ,15706.0,6.1,6
Melodrama,Carne trémula ,15706.0,6.1,6
Comedia,Mejor... imposible ,133536.0,7.6,6
Drama,Mejor... imposible ,133536.0,7.6,6
Romance,Mejor... imposible ,133536.0,7.6,6
Comedia romántica,Mejor... imposible ,133536.0,7.6,6
Comedia dramática,Mejor... imposible ,133536.0,7.6,6
Homosexualidad,Mejor... imposible ,133536.0,7.6,6
Animación,El juego de Geri (C),13597.0,7.3,6
Comedia,El juego de Geri (C),13597.0,7.3,6
Ajedrez,El juego de Geri (C),13597.0,7.3,6
Vejez / Madurez,El juego de Geri (C),13597.0,7.3,6
Pixar,El juego de Geri (C),13597.0,7.3,6
Cortometraje (animación),El juego de Geri (C),13597.0,7.3,6
Comedia,Desmontando a Harry ,35914.0,7.6,6
Ciencia ficción,El mundo perdido: Jurassic Park ,50526.0,5.7,6
Aventuras,El mundo perdido: Jurassic Park ,50526.0,5.7,6
Fantástico,El mundo perdido: Jurassic Park ,50526.0,5.7,6
Dinosaurios,El mundo perdido: Jurassic Park ,50526.0,5.7,6
Secuela,El mundo perdido: Jurassic Park ,50526.0,5.7,6
Intriga,Doodlebug (C),4441.0,5.7,6
Fantástico,Doodlebug (C),4441.0,5.7,6
Surrealismo,Doodlebug (C),4441.0,5.7,6
Cortometraje,Doodlebug (C),4441.0,5.7,6
Comedia,Full Monty ,47762.0,6.9,6
Comedia dramática,Full Monty ,47762.0,6.9,6
Trabajo/empleo,Full Monty ,47762.0,6.9,6
Thriller,Jackie Brown ,56669.0,7.2,6
Drama,Jackie Brown ,56669.0,7.2,6
Crimen,Jackie Brown ,56669.0,7.2,6
Blaxploitation,Jackie Brown ,56669.0,7.2,6
Neo-noir,Jackie Brown ,56669.0,7.2,6
Animación,Género (C),1222.0,6.6,6
Comedia,Género (C),1222.0,6.6,6
Comedia negra,Género (C),1222.0,6.6,6
Stop Motion,Género (C),1222.0,6.6,6
Animación para adultos,Género (C),1222.0,6.6,6
Cortometraje (animación),Género (C),1222.0,6.6,6
Romance,El paciente inglés ,69628.0,7.1,6
Drama,El paciente inglés ,69628.0,7.1,6
Aventuras,El paciente inglés ,69628.0,7.1,6
II Guerra Mundial,El paciente inglés ,69628.0,7.1,6
África,El paciente inglés ,69628.0,7.1,6
Melodrama,El paciente inglés ,69628.0,7.1,6
Drama romántico,El paciente inglés ,69628.0,7.1,6
Animación,El jorobado de Notre Dame ,32007.0,6.5,6
Infantil,El jorobado de Notre Dame ,32007.0,6.5,6
Drama,El jorobado de Notre Dame ,32007.0,6.5,6
Musical,El jorobado de Notre Dame ,32007.0,6.5,6
Siglo XV,El jorobado de Notre Dame ,32007.0,6.5,6
Serie de TV,Los cinco (Serie de TV),151.0,6.2,6
Aventuras,Los cinco (Serie de TV),151.0,6.2,6
Cine familiar,Los cinco (Serie de TV),151.0,6.2,6
Terror,Scream. Vigila quién llama ,71091.0,5.8,6
Slasher,Scream. Vigila quién llama ,71091.0,5.8,6
Sátira,Scream. Vigila quién llama ,71091.0,5.8,6
Asesinos en serie,Scream. Vigila quién llama ,71091.0,5.8,6
Película de culto,Scream. Vigila quién llama ,71091.0,5.8,6
Aventuras,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Comedia,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Musical,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Infantil,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Piratas,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Aventuras marinas,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Marionetas,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Cine familiar,Los teleñecos en la Isla del Tesoro ,2780.0,5.7,6
Aventuras,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Infantil,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Drama,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Comedia,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Cine familiar,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Animales,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Perros/Lobos,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Gatos,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Secuela,De vuelta a casa 2: Perdidos en San Francisco ,509.0,4.4,6
Intriga,Las dos caras de la verdad ,32458.0,7.3,6
Drama,Las dos caras de la verdad ,32458.0,7.3,6
Drama judicial / Abogados/as,Las dos caras de la verdad ,32458.0,7.3,6
Animación,"Ah, L'Amour (C)",1493.0,6.1,6
Comedia,"Ah, L'Amour (C)",1493.0,6.1,6
Romance,"Ah, L'Amour (C)",1493.0,6.1,6
Comedia romántica,"Ah, L'Amour (C)",1493.0,6.1,6
Comedia negra,"Ah, L'Amour (C)",1493.0,6.1,6
Animación para adultos,"Ah, L'Amour (C)",1493.0,6.1,6
Cortometraje (animación),"Ah, L'Amour (C)",1493.0,6.1,6
Thriller,Heat ,51290.0,7.5,6
Acción,Heat ,51290.0,7.5,6
Intriga,Heat ,51290.0,7.5,6
Robos & Atracos,Heat ,51290.0,7.5,6
Policíaco,Heat ,51290.0,7.5,6
Neo-noir,Heat ,51290.0,7.5,6
Remake,Heat ,51290.0,7.5,6
Serie de TV,Fantomcat (Serie de TV),,,6
Animación,Fantomcat (Serie de TV),,,6
Aventuras,Fantomcat (Serie de TV),,,6
Gatos,Fantomcat (Serie de TV),,,6
Fantástico,Jumanji ,64121.0,6.3,6
Aventuras,Jumanji ,64121.0,6.3,6
Cine familiar,Jumanji ,64121.0,6.3,6
Juego,Jumanji ,64121.0,6.3,6
Terror,El pueblo de los malditos ,26064.0,5.8,6
Fantástico,El pueblo de los malditos ,26064.0,5.8,6
Sobrenatural,El pueblo de los malditos ,26064.0,5.8,6
Remake,El pueblo de los malditos ,26064.0,5.8,6
Vida rural (Norteamérica),El pueblo de los malditos ,26064.0,5.8,6
Aventuras,El pequeño panda ,878.0,5.0,6
Infantil,El pequeño panda ,878.0,5.0,6
Animales,El pequeño panda ,878.0,5.0,6
Ciencia ficción,Días extraños ,20574.0,6.7,6
Fantástico,Días extraños ,20574.0,6.7,6
Thriller,Días extraños ,20574.0,6.7,6
Thriller futurista,Días extraños ,20574.0,6.7,6
Distopía,Días extraños ,20574.0,6.7,6
Nochevieja / Año nuevo,Días extraños ,20574.0,6.7,6
Drama,El odio ,32522.0,7.8,6
Crimen,El odio ,32522.0,7.8,6
Bandas/pandillas callejeras,El odio ,32522.0,7.8,6
Película de culto,El odio ,32522.0,7.8,6
Comedia,Una pandilla de pillos ,5203.0,5.4,6
Infantil,Una pandilla de pillos ,5203.0,5.4,6
Infancia,Una pandilla de pillos ,5203.0,5.4,6
Cine familiar,Una pandilla de pillos ,5203.0,5.4,6
Drama,La guerra ,3589.0,6.3,6
Guerra de Vietnam,La guerra ,3589.0,6.3,6
Años 70,La guerra ,3589.0,6.3,6
Racismo,La guerra ,3589.0,6.3,6
Amistad,La guerra ,3589.0,6.3,6
Comedia,Cheque en blanco ,3766.0,3.9,6
Cine familiar,Cheque en blanco ,3766.0,3.9,6
Romance,Leyendas de pasión ,69675.0,6.8,6
Drama,Leyendas de pasión ,69675.0,6.8,6
Aventuras,Leyendas de pasión ,69675.0,6.8,6
Años 1910-1919,Leyendas de pasión ,69675.0,6.8,6
Años 20,Leyendas de pasión ,69675.0,6.8,6
Vida rural (Norteamérica),Leyendas de pasión ,69675.0,6.8,6
Familia,Leyendas de pasión ,69675.0,6.8,6
I Guerra Mundial,Leyendas de pasión ,69675.0,6.8,6
Cine épico,Leyendas de pasión ,69675.0,6.8,6
Melodrama,Leyendas de pasión ,69675.0,6.8,6
Drama romántico,Leyendas de pasión ,69675.0,6.8,6
Serie de TV,"Rex, un policía diferente (Serie de TV)",14190.0,4.2,6
Acción,"Rex, un policía diferente (Serie de TV)",14190.0,4.2,6
Policíaco,"Rex, un policía diferente (Serie de TV)",14190.0,4.2,6
Animales,"Rex, un policía diferente (Serie de TV)",14190.0,4.2,6
Perros/Lobos,"Rex, un policía diferente (Serie de TV)",14190.0,4.2,6
Drama,¡Viven! ,31469.0,6.8,6
Aventuras,¡Viven! ,31469.0,6.8,6
Supervivencia,¡Viven! ,31469.0,6.8,6
Catástrofes,¡Viven! ,31469.0,6.8,6
Basado en hechos reales,¡Viven! ,31469.0,6.8,6
Naturaleza,¡Viven! ,31469.0,6.8,6
Zonas frías/polares,¡Viven! ,31469.0,6.8,6
Acción,El fugitivo ,74855.0,7.0,6
Intriga,El fugitivo ,74855.0,7.0,6
Crimen,El fugitivo ,74855.0,7.0,6
Basada en una serie,El fugitivo ,74855.0,7.0,6
Drama,Un mundo perfecto ,34162.0,7.4,6
Intriga,Un mundo perfecto ,34162.0,7.4,6
Road Movie,Un mundo perfecto ,34162.0,7.4,6
Años 60,Un mundo perfecto ,34162.0,7.4,6
Secuestros / Desapariciones,Un mundo perfecto ,34162.0,7.4,6
Vida rural (Norteamérica),Un mundo perfecto ,34162.0,7.4,6
Thriller,Amor a quemarropa ,35235.0,7.3,6
Acción,Amor a quemarropa ,35235.0,7.3,6
Romance,Amor a quemarropa ,35235.0,7.3,6
Road Movie,Amor a quemarropa ,35235.0,7.3,6
Drogas,Amor a quemarropa ,35235.0,7.3,6
Drama,Vida de este chico ,7493.0,6.6,6
Años 50,Vida de este chico ,7493.0,6.6,6
Familia,Vida de este chico ,7493.0,6.6,6
Adolescencia,Vida de este chico ,7493.0,6.6,6
Melodrama,Vida de este chico ,7493.0,6.6,6
Biográfico,Vida de este chico ,7493.0,6.6,6
Ciencia ficción,Acción mutante ,19020.0,5.9,6
Comedia,Acción mutante ,19020.0,5.9,6
Acción,Acción mutante ,19020.0,5.9,6
Terrorismo,Acción mutante ,19020.0,5.9,6
Comedia negra,Acción mutante ,19020.0,5.9,6
Película de culto,Acción mutante ,19020.0,5.9,6
Discapacidad,Acción mutante ,19020.0,5.9,6
Drama,El río de la vida ,9039.0,6.6,6
Pesca,El río de la vida ,9039.0,6.6,6
Vida rural (Norteamérica),El río de la vida ,9039.0,6.6,6
Naturaleza,El río de la vida ,9039.0,6.6,6
Años 20,El río de la vida ,9039.0,6.6,6
Años 30,El río de la vida ,9039.0,6.6,6
Drama,El vídeo de Benny ,5038.0,7.2,6
Crimen,El vídeo de Benny ,5038.0,7.2,6
Adolescencia,El vídeo de Benny ,5038.0,7.2,6
Familia,El vídeo de Benny ,5038.0,7.2,6
Drama psicológico,El vídeo de Benny ,5038.0,7.2,6
Serie de TV,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Animación,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Aventuras,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Infantil,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Animales,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Delfines,Delfy y sus amigos (Serie de TV),10745.0,4.5,6
Serie de TV,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Animación,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Comedia,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Fantástico,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Infantil,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Infancia,"Rugrats, aventuras en pañales (Serie de TV)",26002.0,5.9,6
Aventuras,"Robin Hood, príncipe de los ladrones ",70595.0,6.5,6
Edad Media,"Robin Hood, príncipe de los ladrones ",70595.0,6.5,6
Siglo XIII,"Robin Hood, príncipe de los ladrones ",70595.0,6.5,6
Capa y espada,"Robin Hood, príncipe de los ladrones ",70595.0,6.5,6
Drama,Tomates verdes fritos ,56096.0,7.4,6
Amistad,Tomates verdes fritos ,56096.0,7.4,6
Drama sureño,Tomates verdes fritos ,56096.0,7.4,6
Años 30,Tomates verdes fritos ,56096.0,7.4,6
Racismo,Tomates verdes fritos ,56096.0,7.4,6
Vida rural (Norteamérica),Tomates verdes fritos ,56096.0,7.4,6
Drama,Tacones lejanos ,15374.0,6.3,6
Intriga,Tacones lejanos ,15374.0,6.3,6
Melodrama,Tacones lejanos ,15374.0,6.3,6
Familia,Tacones lejanos ,15374.0,6.3,6
Intriga,Presunto inocente ,20331.0,6.7,6
Drama,Presunto inocente ,20331.0,6.7,6
Thriller,Presunto inocente ,20331.0,6.7,6
Drama judicial / Abogados/as,Presunto inocente ,20331.0,6.7,6
Crimen,Presunto inocente ,20331.0,6.7,6
Romance,Pretty Woman ,130028.0,6.3,6
Comedia,Pretty Woman ,130028.0,6.3,6
Comedia romántica,Pretty Woman ,130028.0,6.3,6
Prostitución,Pretty Woman ,130028.0,6.3,6
Película de culto,Pretty Woman ,130028.0,6.3,6
Terror,Misery ,40647.0,7.5,6
Drama,Misery ,40647.0,7.5,6
Drama psicológico,Misery ,40647.0,7.5,6
Secuestros / Desapariciones,Misery ,40647.0,7.5,6
Literatura,Misery ,40647.0,7.5,6
Romance,Ghost. Más allá del amor ,112749.0,6.5,6
Drama,Ghost. Más allá del amor ,112749.0,6.5,6
Fantástico,Ghost. Más allá del amor ,112749.0,6.5,6
Drama romántico,Ghost. Más allá del amor ,112749.0,6.5,6
Fantasmas,Ghost. Más allá del amor ,112749.0,6.5,6
Sobrenatural,Ghost. Más allá del amor ,112749.0,6.5,6
Serie de TV,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Animación,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Aventuras,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Infantil,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Comedia,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Roedores,Chip y Chop: Guardianes rescatadores (Serie de TV),13915.0,5.7,6
Ciencia ficción,Regreso al futuro II ,65788.0,7.2,6
Comedia,Regreso al futuro II ,65788.0,7.2,6
Fantástico,Regreso al futuro II ,65788.0,7.2,6
Aventuras,Regreso al futuro II ,65788.0,7.2,6
