productores,titulo,votos,votacion,nota
Paramount Pictures,Días del cielo ,8635.0,7.3,6
Solofilm,La invasión de los ultracuerpos ,13411.0,7.1,6
American Film Institute (AFI),Cabeza borradora ,19682.0,6.8,6
David Lynch,Cabeza borradora ,19682.0,6.8,6
Jack Rollins & Charles H. Joffe Production,Annie Hall ,72845.0,8.0,6
United Artists,Annie Hall ,72845.0,8.0,6
Paramount Pictures,Fiebre del sábado noche ,36580.0,6.4,6
Columbia Pictures,Encuentros en la tercera fase ,58839.0,7.3,6
EMI Films,Encuentros en la tercera fase ,58839.0,7.3,6
Phillips Productions,Encuentros en la tercera fase ,58839.0,7.3,6
Columbia Pictures,Taxi Driver ,119977.0,8.1,6
KSS,Calimero (Serie de TV),21992.0,4.9,6
Metro-Goldwyn-Mayer (MGM),Cuando el destino nos alcance ,9981.0,6.7,6
Apjac International,Las aventuras de Tom Sawyer ,518.0,5.8,6
United Artists,Todo lo que siempre quiso saber sobre el sexo y nunca se atrevió a preguntar ,19128.0,6.8,6
Greenwich Film Productions,El discreto encanto de la burguesía ,9733.0,7.5,6
Jet Films,El discreto encanto de la burguesía ,9733.0,7.5,6
Dean Film,El discreto encanto de la burguesía ,9733.0,7.5,6
Alfredo Matas,El discreto encanto de la burguesía ,9733.0,7.5,6
Universal Pictures,Naves misteriosas ,4443.0,6.2,6
Trumbull-Gruskoff Productions,Naves misteriosas ,4443.0,6.2,6
World Entertainment,Johnny cogió su fusil ,17567.0,7.7,6
Universal Pictures,El diablo sobre ruedas (TV),24931.0,7.3,6
Hanna-Barbera Productions,Scooby-Doo (Serie de TV),26858.0,5.9,6
Romulus,Oliver ,5417.0,7.2,6
Warwick Film Productions,Oliver ,5417.0,7.2,6
Bridge Films,Blow-Up (Deseo de una mañana de verano) ,14290.0,7.0,6
Metro-Goldwyn-Mayer (MGM),Blow-Up (Deseo de una mañana de verano) ,14290.0,7.0,6
Columbia Pictures,Repulsión ,12169.0,7.5,6
Compton Films,Repulsión ,12169.0,7.5,6
Carlo Ponti,Doctor Zhivago ,36319.0,7.9,6
Metro-Goldwyn-Mayer (MGM),Doctor Zhivago ,36319.0,7.9,6
Universal Pictures,"Marnie, la ladrona ",16499.0,7.4,6
Filmové Studio Barrandov,IKARIE XB 1 (Viaje al fin del universo) ,1132.0,6.5,6
Springbok Productions,El sirviente ,5692.0,7.6,6
Elstree Studio Productions,El sirviente ,5692.0,7.6,6
Naga Films,El verdugo ,40987.0,8.2,6
Zabra Films,El verdugo ,40987.0,8.2,6
Shôchiku,Harakiri ,13109.0,8.5,6
Shôchiku,Harakiri ,13109.0,8.5,6
United Artists,El mensajero del miedo ,4019.0,7.1,6
Mosfilm,La infancia de Iván ,7122.0,7.8,6
Walt Disney Productions,Tú a Boston y yo a California ,6829.0,5.5,6
Toho,Yojimbo (El mercenario) ,15189.0,8.0,6
Kurosawa Production Co.,Yojimbo (El mercenario) ,15189.0,8.0,6
Paramount Pictures,Desayuno con diamantes ,69589.0,7.7,6
American International Productions,La caída de la casa Usher ,3522.0,6.6,6
King Features Syndicate,Popeye el marino (Serie de TV),23476.0,5.9,6
Famous Studios,Popeye el marino (Serie de TV),23476.0,5.9,6
GDA,Popeye el marino (Serie de TV),23476.0,5.9,6
Jack Kinney Productions,Popeye el marino (Serie de TV),23476.0,5.9,6
Larry Harmon Pictures,Popeye el marino (Serie de TV),23476.0,5.9,6
Rembrandt Films,Popeye el marino (Serie de TV),23476.0,5.9,6
Hanna-Barbera Productions,Popeye el marino (Serie de TV),23476.0,5.9,6
Walt Disney Productions,Los robinsones de los mares del Sur ,2089.0,6.2,6
William Castle,La mansión de los horrores ,1784.0,6.0,6
Satyajit Ray,Apur Sansar (El mundo de Apu) ,4347.0,8.2,6
Paramount Pictures,El hombre que sabía demasiado ,18233.0,7.5,6
Warner Bros.,Centauros del desierto ,32453.0,8.0,6
Allied Artists,La invasión de los ladrones de cuerpos ,16474.0,7.6,6
Daiei Studios,El intendente Sansho ,5895.0,8.3,6
Svensk Filmindustri (SF),Un verano con Mónica ,4946.0,7.5,6
United Productions of America (UPA),El corazón delator (C),1073.0,6.7,6
Shôchiku,Cuentos de Tokio ,12625.0,8.2,6
United Artists,Candilejas ,13796.0,8.2,6
Warner Bros.,El halcón y la flecha ,6918.0,7.4,6
Cineguild,Oliver Twist ,3098.0,7.4,6
20th Century Fox,Náufragos ,5595.0,7.3,6
Universal Pictures,La sombra de una duda ,11416.0,7.6,6
Selznick International Pictures,Lo que el viento se llevó ,58734.0,7.9,6
Metro-Goldwyn-Mayer (MGM),Lo que el viento se llevó ,58734.0,7.9,6
Walt Disney Productions,Mickey Mouse: El sastrecillo valiente (C),1406.0,6.6,6
RKO Radio Pictures,Mickey Mouse: El sastrecillo valiente (C),1406.0,6.6,6
Walt Disney Productions,Los tres cerditos (C),6356.0,6.8,6
United Artists,Los tres cerditos (C),6356.0,6.8,6
Fleischer Studios,Betty Boop: La fiesta de Halloween  (C),146.0,5.8,6
United Artists,El maquinista de La General ,29079.0,8.3,6
Goskino,El acorazado Potemkin ,28702.0,8.0,6
Georges Méliès,Viaje a través de lo imposible (C),898.0,6.7,6
Star-Film,Viaje a través de lo imposible (C),898.0,6.7,6
Lumière,El regador regado (C),3346.0,6.4,6
Netflix,El mochilero del hacha ,796.0,5.5,5
Studio DEEN,Junji Ito Maniac: Relatos japoneses de lo macabro (Serie de TV),488.0,5.4,5
Netflix,Junji Ito Maniac: Relatos japoneses de lo macabro (Serie de TV),488.0,5.4,5
Paramount Pictures,Top Gun: Maverick ,22256.0,7.0,5
Jerry Bruckheimer Films,Top Gun: Maverick ,22256.0,7.0,5
Skydance Productions,Top Gun: Maverick ,22256.0,7.0,5
Paramount Pictures,Top Gun: Maverick ,22256.0,7.0,5
Broken Road Productions,Vuelta al insti ,2063.0,4.2,5
CBS Films,Vuelta al insti ,2063.0,4.2,5
Paramount Pictures,Vuelta al insti ,2063.0,4.2,5
Paramount Players,Vuelta al insti ,2063.0,4.2,5
Netflix,Vuelta al insti ,2063.0,4.2,5
Ring Film,La leyenda del Rey Cangrejo ,310.0,6.4,5
Shellac Sud,La leyenda del Rey Cangrejo ,310.0,6.4,5
Volpe Films,La leyenda del Rey Cangrejo ,310.0,6.4,5
Wanka Cine,La leyenda del Rey Cangrejo ,310.0,6.4,5
A24,Despidiendo a Yang ,1792.0,5.9,5
Cinereach,Despidiendo a Yang ,1792.0,5.9,5
POW! Productions,Despidiendo a Yang ,1792.0,5.9,5
Atresmedia Cine,Las leyes de la frontera ,16109.0,6.8,5
Ikiru Films,Las leyes de la frontera ,16109.0,6.8,5
La Terraza Films,Las leyes de la frontera ,16109.0,6.8,5
Warner Bros. España,Las leyes de la frontera ,16109.0,6.8,5
Little Monster Films,Los 14 ochomiles: No hay nada imposible ,1638.0,6.4,5
Noah Media Group,Los 14 ochomiles: No hay nada imposible ,1638.0,6.4,5
Netflix,Los 14 ochomiles: No hay nada imposible ,1638.0,6.4,5
Sony Pictures Entertainment (SPE),Érase una vez en... Hollywood ,54370.0,7.0,5
Heyday Films,Érase una vez en... Hollywood ,54370.0,7.0,5
Visiona Romantica,Érase una vez en... Hollywood ,54370.0,7.0,5
Hennessy,Érase una vez en... Hollywood ,54370.0,7.0,5
Blumhouse Productions,Glass (Cristal) ,24235.0,6.2,5
Blinding Edge Pictures,Glass (Cristal) ,24235.0,6.2,5
Universal Pictures,Glass (Cristal) ,24235.0,6.2,5
Buena Vista International,Glass (Cristal) ,24235.0,6.2,5
Perfect World Pictures,Glass (Cristal) ,24235.0,6.2,5
Universal Pictures,Glass (Cristal) ,24235.0,6.2,5
10th Street Entertainment,The Dirt ,5038.0,6.2,5
Focus Features,The Dirt ,5038.0,6.2,5
LBI Entertainment,The Dirt ,5038.0,6.2,5
Netflix,The Dirt ,5038.0,6.2,5
Netflix,The Dirt ,5038.0,6.2,5
HBO,Chernobyl (Miniserie de TV),46995.0,8.4,5
Sky Television,Chernobyl (Miniserie de TV),46995.0,8.4,5
Sister Pictures,Chernobyl (Miniserie de TV),46995.0,8.4,5
The Mighty Mint,Chernobyl (Miniserie de TV),46995.0,8.4,5
Word Games,Chernobyl (Miniserie de TV),46995.0,8.4,5
HBO,Chernobyl (Miniserie de TV),46995.0,8.4,5
Original Film,Escape Room ,11782.0,5.4,5
Columbia Pictures,Escape Room ,11782.0,5.4,5
4A4 Productions,Lo que arde ,10248.0,6.8,5
Miramemira,Lo que arde ,10248.0,6.8,5
Tarantula,Lo que arde ,10248.0,6.8,5
Wrigley Pictures,Countdown. La hora de tu muerte ,3025.0,4.6,5
Blumhouse Productions,La noche de Halloween ,10037.0,5.6,5
Rough House Pictures,La noche de Halloween ,10037.0,5.6,5
Trancas International Films,La noche de Halloween ,10037.0,5.6,5
John Carpenter,La noche de Halloween ,10037.0,5.6,5
Universal Pictures,La noche de Halloween ,10037.0,5.6,5
Miramax,La noche de Halloween ,10037.0,5.6,5
Morena Films,Campeones ,35769.0,6.9,5
Movistar Plus+,Campeones ,35769.0,6.9,5
Películas Pendleton,Campeones ,35769.0,6.9,5
Platinum Dunes,Un lugar tranquilo ,34742.0,6.6,5
Sunday Night,Un lugar tranquilo ,34742.0,6.6,5
Paramount Pictures,Un lugar tranquilo ,34742.0,6.6,5
Addictive Pictures,Noche de lobos ,3260.0,5.0,5
VisionChaos Productions,Noche de lobos ,3260.0,5.0,5
Filmscience,Noche de lobos ,3260.0,5.0,5
Netflix,Noche de lobos ,3260.0,5.0,5
Meta Spark & Kärnfilm,Border ,10295.0,6.5,5
Meta Film Stockholm,Border ,10295.0,6.5,5
Spark Film & TV,Border ,10295.0,6.5,5
Meta Spark & Kärnfilm,Border ,10295.0,6.5,5
Film I Väst,Border ,10295.0,6.5,5
SVT,Border ,10295.0,6.5,5
Meta Film,Border ,10295.0,6.5,5
Copenhagen Film Fund,Border ,10295.0,6.5,5
Eurimages,Border ,10295.0,6.5,5
Programme MEDIA de la Communauté Européenne,Border ,10295.0,6.5,5
Det Danske Filminstitut,Border ,10295.0,6.5,5
Chernin Entertainment,Gorrión rojo ,22571.0,6.4,5
Film Rites,Gorrión rojo ,22571.0,6.4,5
Soundtrack New York,Gorrión rojo ,22571.0,6.4,5
Pioneer Stilking Films,Gorrión rojo ,22571.0,6.4,5
Pixoloid Studios,Gorrión rojo ,22571.0,6.4,5
20th Century Fox,Gorrión rojo ,22571.0,6.4,5
Channel 4,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Anonymous Content,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Electric Shepherd Productions,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Left Bank Pictures,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Moon Shot Entertainment,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Rooney McP Productions,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Sony Pictures Television,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Tall Ship Productions,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Channel 4,Philip K. Dick's Electric Dreams: Father Thing (TV),959.0,5.4,5
Wiedemann & Berg Television,Dark (Serie de TV),27656.0,7.6,5
Netflix,Dark (Serie de TV),27656.0,7.6,5
20th Century Fox,Asesinato en el Orient Express ,24580.0,5.8,5
Scott Free Productions,Asesinato en el Orient Express ,24580.0,5.8,5
Genre Films,Asesinato en el Orient Express ,24580.0,5.8,5
Latina Pictures,Asesinato en el Orient Express ,24580.0,5.8,5
The Mark Gordon Company,Asesinato en el Orient Express ,24580.0,5.8,5
Channel 4,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Anonymous Content,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Electric Shepherd Productions,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Left Bank Pictures,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Moon Shot Entertainment,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Rooney McP Productions,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Sony Pictures Television,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Tall Ship Productions,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Channel 4,Philip K. Dick's Electric Dreams: Human Is (TV),1272.0,6.0,5
Lionsgate,Wonder ,19471.0,7.1,5
Mandeville Productions,Wonder ,19471.0,7.1,5
Participant Media,Wonder ,19471.0,7.1,5
Lin Pictures,Death Note ,9687.0,3.5,5
Vertigo Entertainment,Death Note ,9687.0,3.5,5
Netflix,Death Note ,9687.0,3.5,5
Bull Productions,La forma del agua ,44868.0,6.4,5
Fox Searchlight,La forma del agua ,44868.0,6.4,5
,"Pop, una historia de música y televisión (Serie de TV)",92.0,6.6,5
Raffaella Productions,Siete hermanas ,8041.0,5.7,5
SND Groupe M6,Siete hermanas ,8041.0,5.7,5
Vendome Pictures,Siete hermanas ,8041.0,5.7,5
Skydance Productions,Life (Vida) ,24431.0,5.8,5
Columbia Pictures,Life (Vida) ,24431.0,5.8,5
Sony Pictures Entertainment (SPE),Life (Vida) ,24431.0,5.8,5
Ideaman Studios,A Ghost Story ,11675.0,6.3,5
Sailor Bear,A Ghost Story ,11675.0,6.3,5
Zero Trans Fat Productions,A Ghost Story ,11675.0,6.3,5
A24,A Ghost Story ,11675.0,6.3,5
Working Title Films,El instante más oscuro ,15930.0,6.7,5
Element Pictures,El sacrificio de un ciervo sagrado ,18799.0,6.6,5
Film4 Productions,El sacrificio de un ciervo sagrado ,18799.0,6.6,5
New Sparta Films,El sacrificio de un ciervo sagrado ,18799.0,6.6,5
A24,El sacrificio de un ciervo sagrado ,18799.0,6.6,5
Why Not Productions,"En realidad, nunca estuviste aquí ",15420.0,5.9,5
Film4 Productions,"En realidad, nunca estuviste aquí ",15420.0,5.9,5
Amazon Prime Video,"En realidad, nunca estuviste aquí ",15420.0,5.9,5
Cre Film,The Florida Project ,16817.0,7.1,5
Freestyle Picture Company,The Florida Project ,16817.0,7.1,5
June Pictures,The Florida Project ,16817.0,7.1,5
A24,The Florida Project ,16817.0,7.1,5
20th Century Fox,Alien: Covenant ,25621.0,5.6,5
Scott Free Productions,Alien: Covenant ,25621.0,5.6,5
Brandywine Productions,Alien: Covenant ,25621.0,5.6,5
Netflix,ARQ ,4520.0,5.6,5
Lost City,ARQ ,4520.0,5.6,5
XYZ Films,ARQ ,4520.0,5.6,5
MXN,ARQ ,4520.0,5.6,5
Platanoboligrafo,La noche del virgen ,568.0,4.3,5
Paramount Pictures,Todos queremos algo ,6996.0,6.2,5
Annapurna Pictures,Todos queremos algo ,6996.0,6.2,5
Detour Filmproduction,Todos queremos algo ,6996.0,6.2,5
Sean Daniel Company,Todos queremos algo ,6996.0,6.2,5
Det Danske Filminstitut,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
TV2,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
Zentropa Productions,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
Film I Väst,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
TV2 Norge See,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
TV4,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
ZDF Enterprises,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
Zentropa Hamburg,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
Zentropa International Berlin,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
Zentropa Post Production,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
ZDF,Redención (Los casos del Departamento Q) ,3626.0,6.2,5
O Som e a Fúria,Cartas de la guerra ,307.0,6.3,5
Original Film,Passengers ,30225.0,5.9,5
Company Films,Passengers ,30225.0,5.9,5
Start Motion Pictures,Passengers ,30225.0,5.9,5
Wayfare Entertainment,Passengers ,30225.0,5.9,5
The Weinstein Company,Passengers ,30225.0,5.9,5
Voltage Pictures,Colossal ,13548.0,5.9,5
Sayaka Producciones,Colossal ,13548.0,5.9,5
Brightlight Pictures,Colossal ,13548.0,5.9,5
Route One Entertainment,Colossal ,13548.0,5.9,5
Bow and Arrow Entertainment,31 ,1763.0,4.8,5
Protagonist,31 ,1763.0,4.8,5
Spectacle Entertainment Group,31 ,1763.0,4.8,5
Walt Disney Pictures,El libro de la selva ,27722.0,6.7,5
Fairview Entertainment,El libro de la selva ,27722.0,6.7,5
Moving Picture Company (MPC),El libro de la selva ,27722.0,6.7,5
Walt Disney Pictures,Alicia a través del espejo ,9203.0,5.4,5
Tim Burton Productions,Alicia a través del espejo ,9203.0,5.4,5
Tim Burton Productions,Alicia a través del espejo ,9203.0,5.4,5
Blumhouse Productions,Election: La noche de las bestias ,12700.0,5.2,5
Platinum Dunes,Election: La noche de las bestias ,12700.0,5.2,5
Universal Pictures,Election: La noche de las bestias ,12700.0,5.2,5
Man in a Tree,Election: La noche de las bestias ,12700.0,5.2,5
Dentsu Inc,Election: La noche de las bestias ,12700.0,5.2,5
Fuji TV,Election: La noche de las bestias ,12700.0,5.2,5
Blinding Edge Pictures,Múltiple ,45049.0,6.6,5
Blumhouse Productions,Múltiple ,45049.0,6.6,5
Dentsu Inc,Múltiple ,45049.0,6.6,5
Fuji Eight Company Ltd.,Múltiple ,45049.0,6.6,5
Fuji TV,Múltiple ,45049.0,6.6,5
Nimbus Film Productions,Corazón gigante ,6231.0,7.0,5
RVK Studios,Corazón gigante ,6231.0,7.0,5
Blueeyes Productions,Corazón gigante ,6231.0,7.0,5
Baltasar Kormákur,Corazón gigante ,6231.0,7.0,5
Fox Searchlight,"Yo, él y Raquel ",13566.0,7.1,5
Indian Paintbrush,"Yo, él y Raquel ",13566.0,7.1,5
Mark Gordon Company,Steve Jobs ,19722.0,6.1,5
Scott Rudin Productions,Steve Jobs ,19722.0,6.1,5
Universal Pictures,Steve Jobs ,19722.0,6.1,5
Legendary Pictures,Steve Jobs ,19722.0,6.1,5
Diversa Audiovisual,Techo y comida ,5571.0,6.6,5
Groundswell Productions,Trumbo. La lista negra de Hollywood ,14628.0,7.0,5
ShivHans Pictures,Trumbo. La lista negra de Hollywood ,14628.0,7.0,5
Bleecker Street,Trumbo. La lista negra de Hollywood ,14628.0,7.0,5
Open Road Films,El Loft ,3964.0,5.2,5
Anonymous Content,El Loft ,3964.0,5.2,5
Woestijnvis,El Loft ,3964.0,5.2,5
Double Feature Films,Los odiosos ocho ,63708.0,7.3,5
FilmColony,Los odiosos ocho ,63708.0,7.3,5
Visiona Romantica,Los odiosos ocho ,63708.0,7.3,5
Focus Features,Eternal ,7533.0,5.4,5
Endgame Entertainment,Eternal ,7533.0,5.4,5
Ram Bergman Productions,Eternal ,7533.0,5.4,5
Marvel Studios,Ant-Man ,37725.0,6.2,5
Gary Sanchez Productions,Ant-Man ,37725.0,6.2,5
Walt Disney Pictures,Ant-Man ,37725.0,6.2,5
Starburns Industries,Anomalisa ,11830.0,6.9,5
20th Century Fox,El corredor del laberinto ,33886.0,5.9,5
Gotham Group,El corredor del laberinto ,33886.0,5.9,5
Informant Films,El coro ,1748.0,5.8,5
Informant Media,El coro ,1748.0,5.8,5
Lazonafilms,Ocho apellidos vascos ,84007.0,6.0,5
Kowalski Films,Ocho apellidos vascos ,84007.0,6.0,5
Telecinco Cinema,Ocho apellidos vascos ,84007.0,6.0,5
Sand & Snow Films,Ocho apellidos vascos ,84007.0,6.0,5
Potemkino,Cub ,762.0,5.1,5
Haddock Films,Betibú ,2115.0,5.7,5
Tornasol Films,Betibú ,2115.0,5.7,5
Telefé,Betibú ,2115.0,5.7,5
INCAA,Betibú ,2115.0,5.7,5
Gulp Pictures,Killer Legends ,94.0,5.3,5
Gigantic Pictures,Killer Legends ,94.0,5.3,5
Chiller Network,Killer Legends ,94.0,5.3,5
Storyville Entertainment,Killer Legends ,94.0,5.3,5
Wild Bunch,Open Windows ,10693.0,5.1,5
Apaches Entertainment,Open Windows ,10693.0,5.1,5
Antena 3 Films,Open Windows ,10693.0,5.1,5
Woodshed,Open Windows ,10693.0,5.1,5
Inguma Films,El bosque negro (C),241.0,5.6,5
Ortzifilms,El bosque negro (C),241.0,5.6,5
47 ronin,El bosque negro (C),241.0,5.6,5
Platanoboligrafo,El bosque negro (C),241.0,5.6,5
Gracie Films,The Simpsons: Don Hertzfeldt Couch Gag (TV) (C),1125.0,5.6,5
20th Century Fox Television,The Simpsons: Don Hertzfeldt Couch Gag (TV) (C),1125.0,5.6,5
Lionsgate,Los juegos del hambre: Sinsajo. Parte 1 ,40241.0,5.6,5
Color Force,Los juegos del hambre: Sinsajo. Parte 1 ,40241.0,5.6,5
42film,Corn Island ,1428.0,7.1,5
Alamdary Films,Corn Island ,1428.0,7.1,5
Arizona Productions,Corn Island ,1428.0,7.1,5
Warner Bros.,El Francotirador ,47183.0,6.4,5
Village Roadshow,El Francotirador ,47183.0,6.4,5
RatPac-Dune Entertainment,El Francotirador ,47183.0,6.4,5
22 & Indiana Pictures,El Francotirador ,47183.0,6.4,5
Mad Chance Productions,El Francotirador ,47183.0,6.4,5
Malpaso Productions,El Francotirador ,47183.0,6.4,5
Mad Chance,El Francotirador ,47183.0,6.4,5
Paramount Pictures,Noé ,29335.0,5.1,5
Regency Enterprises,Noé ,29335.0,5.1,5
EFO Films,Plan de escape ,13565.0,5.5,5
Summit Entertainment,Plan de escape ,13565.0,5.5,5
Columbia Pictures,Capitán Phillips ,45751.0,7.0,5
Michael De Luca,Capitán Phillips ,45751.0,7.0,5
Scott Rudin Productions,Capitán Phillips ,45751.0,7.0,5
Trigger Street Productions,Capitán Phillips ,45751.0,7.0,5
Make Movies,Memorias de un zombie adolescente ,18326.0,5.2,5
Mandeville Productions,Memorias de un zombie adolescente ,18326.0,5.2,5
Summit Entertainment,Memorias de un zombie adolescente ,18326.0,5.2,5
Paramount Pictures,Guerra Mundial Z ,73549.0,6.1,5
Skydance Productions,Guerra Mundial Z ,73549.0,6.1,5
GK Films,Guerra Mundial Z ,73549.0,6.1,5
Plan B Entertainment,Guerra Mundial Z ,73549.0,6.1,5
Apparatus Productions,Guerra Mundial Z ,73549.0,6.1,5
Hemisphere Media Capital,Guerra Mundial Z ,73549.0,6.1,5
Latina Pictures,Guerra Mundial Z ,73549.0,6.1,5
2DUX²,Guerra Mundial Z ,73549.0,6.1,5
Odd Lot Entertainment,El juego de Ender ,33600.0,5.9,5
Summit Entertainment,El juego de Ender ,33600.0,5.9,5
Chartoff Productions,El juego de Ender ,33600.0,5.9,5
Taleswapper,El juego de Ender ,33600.0,5.9,5
K/O Paper Products,El juego de Ender ,33600.0,5.9,5
Digital Domain Media Group,El juego de Ender ,33600.0,5.9,5
Langley Park Productions,Gangster Squad: Brigada de élite ,23294.0,5.9,5
Lin Pictures,Gangster Squad: Brigada de élite ,23294.0,5.9,5
UFA Fiction,El médico ,18538.0,6.6,5
ARD degeto,El médico ,18538.0,6.6,5
Beta Cinema,El médico ,18538.0,6.6,5
,Frequencies ,970.0,6.2,5
Summit Entertainment,Ahora me ves... ,52263.0,6.0,5
Kurtzman Orci Paper Products,Ahora me ves... ,52263.0,6.0,5
See Me Louisiana,Ahora me ves... ,52263.0,6.0,5
Antena 3 Films,Los últimos días ,14335.0,5.4,5
Morena Films,Los últimos días ,14335.0,5.4,5
Rebelión Terrestre,Los últimos días ,14335.0,5.4,5
Les Films du Lendemain,Los últimos días ,14335.0,5.4,5
ERBP,Upstream Color ,4372.0,6.2,5
Open Road Films,Jobs ,13072.0,5.2,5
Five Star Institute,Jobs ,13072.0,5.2,5
Venture Forth,Jobs ,13072.0,5.2,5
Endgame Entertainment,Jobs ,13072.0,5.2,5
Silver Reel,Jobs ,13072.0,5.2,5
CEPA,Séptimo ,10666.0,5.1,5
El Toro Productions,Séptimo ,10666.0,5.1,5
Ikiru Films,Séptimo ,10666.0,5.1,5
K&S Films,Séptimo ,10666.0,5.1,5
Telecinco Cinema,Séptimo ,10666.0,5.1,5
Atípica Films,La gran familia española ,30904.0,5.7,5
Mod Producciones,La gran familia española ,30904.0,5.7,5
Antena 3 Films,La gran familia española ,30904.0,5.7,5
La Sexta,La gran familia española ,30904.0,5.7,5
Working Title Films,Una cuestión de tiempo ,39467.0,7.0,5
Translux,Una cuestión de tiempo ,39467.0,7.0,5
Warner Bros.,Gravity ,89413.0,6.9,5
